strategy,symbol,direction,opened_at,closed_at,entry_price,exit_price,qty,notional,stop_price,risk_amount,leverage,margin,fee,slippage_cost,funding,pnl,exit_reason,signal_reason,notes
vwap_clone,ETH-USDT-SWAP,long,2026-09-16T13:00:00+00:00,2026-09-16T13:00:00+00:00,2406.852825,2392.491923,1.730936413,4166.109196,2393.688767,22.78614663,10,416.6109196,4.569048321,4.153675116,0,-29.42685648,stop,"VWAP sapma-dönüş (kaynak kuralları): kümülatif VWAP=2468.51 (300 bar), σ=9.56899; bu bar -6.57σ ile bandın dışında kapandı ve kapanış long yönünde döndü; stop 2.5×0.5σ (2393.69), hedef VWAP mesafesinin %100'i (2468.51); yönetim: breakeven 1R, kısmi %50 @ 1.5R, takip geri verme %50 | arm=vwap_revert_src | combo=band2_tp2 | combo_r=1.219 | combo_n=4 | pick=exploit",
vwap_clone,SOL-USDT-SWAP,long,2026-09-16T13:30:00+00:00,2026-09-16T13:30:00+00:00,97.26861,96.82930071,42.48356024,4132.316852,96.87773958,16.60556716,10,413.2316852,4.535283655,4.122981506,0,-23.19870646,stop,"VWAP sapma-dönüş (kaynak kuralları): kümülatif VWAP=99.9913 (300 bar), σ=0.35226; bu bar -7.83σ ile bandın dışında kapandı ve kapanış long yönünde döndü; stop 2×0.5σ (96.8777), hedef VWAP mesafesinin %75'i (99.301); yönetim: breakeven 1R, kısmi %50 @ 1.5R, takip geri verme %50 | arm=vwap_revert_src | combo=band1_tp1 | combo_r=0.1316 | combo_n=4 | pick=exploit",
vwap_clone,BTC-USDT-SWAP,long,2026-09-16T13:45:00+00:00,2026-09-16T13:45:00+00:00,75780.97155,75563.10048,0.05434743462,4118.501397,75600.90093,9.786376292,10,411.8501397,4.523839133,4.112579098,0,-16.36457294,stop,"VWAP sapma-dönüş (kaynak kuralları): kümülatif VWAP=76980.2 (300 bar), σ=142.299; bu bar -9.06σ ile bandın dışında kapandı ve kapanış long yönünde döndü; stop 2×0.5σ (75600.9), hedef VWAP mesafesinin %75'i (76670.9); yönetim: breakeven 1R, kısmi %50 @ 1.5R, takip geri verme %50 | arm=vwap_revert_src | combo=band1_tp1 | combo_r=0.275 | combo_n=5 | pick=exploit",
vwap_clone,BNB-USDT-SWAP,long,2026-09-16T13:30:00+00:00,2026-09-16T14:00:00+00:00,712.05585,708.8982761,5.800314543,4130.147902,709.2529026,16.25797671,10,413.0147902,4.533089485,4.120986893,0,-22.84801115,stop,"VWAP sapma-dönüş (kaynak kuralları): kümülatif VWAP=718.655 (300 bar), σ=2.4471; bu bar -2.83σ ile bandın dışında kapandı ve kapanış long yönünde döndü; stop 2×0.5σ (709.253), hedef VWAP mesafesinin %75'i (716.916); yönetim: breakeven 1R, kısmi %50 @ 1.5R, takip geri verme %50 | arm=vwap_revert_src | combo=band1_tp1 | combo_r=-0.03877 | combo_n=31 | pick=exploit",
vwap_clone,DOGE-USDT-SWAP,long,2026-09-16T14:00:00+00:00,2026-09-16T14:00:00+00:00,0.079289625,0.07890739105,51769.68532,4104.798936,0.07894686449,17.74460389,10,410.4798936,4.504395357,4.094900947,0,-24.29252641,stop,"VWAP sapma-dönüş (kaynak kuralları): kümülatif VWAP=0.0822214 (300 bar), σ=0.000303136; bu bar -9.64σ ile bandın dışında kapandı ve kapanış long yönünde döndü; stop 2×0.5σ (0.0789469), hedef VWAP mesafesinin %75'i (0.0814786); yönetim: breakeven 1R, kısmi %50 @ 1.5R, takip geri verme %50 | arm=vwap_revert_src | combo=band1_tp1 | combo_r=-0.1294 | combo_n=33 | pick=exploit",
vwap_clone,BTC-USDT-SWAP,long,2026-09-16T14:30:00+00:00,2026-09-16T14:30:00+00:00,75837.79995,75648.55305,0.05389123538,4086.992728,75686.39625,8.159332699,10,408.6992728,4.490082689,4.081891824,0,-14.68883209,stop,"VWAP sapma-dönüş (kaynak kuralları): kümülatif VWAP=76967.1 (300 bar), σ=151.338; bu bar -8.35σ ile bandın dışında kapandı ve kapanış long yönünde döndü; stop 1.5×0.5σ (75686.4), hedef VWAP mesafesinin %50'i (76383.5); yönetim: breakeven 1R, kısmi %50 @ 1.5R, takip geri verme %50 | arm=vwap_revert_src | combo=band0_tp0 | combo_r=-1.407 | combo_n=12 | pick=explore",
vwap_clone,ETH-USDT-SWAP,long,2026-09-16T14:30:00+00:00,2026-09-16T14:30:00+00:00,2398.308555,2386.302049,1.703220196,4084.847567,2387.495797,18.41650848,10,408.4847567,4.482084976,4.074618612,0,-24.93180899,stop,"VWAP sapma-dönüş (kaynak kuralları): kümülatif VWAP=2466.41 (300 bar), σ=7.69136; bu bar -9.42σ ile bandın dışında kapandı ve kapanış long yönünde döndü; stop 2.5×0.5σ (2387.5), hedef VWAP mesafesinin %50'i (2431.76); yönetim: breakeven 1R, kısmi %50 @ 1.5R, takip geri verme %50 | arm=vwap_revert_src | combo=band2_tp0 | combo_r=-1.175 | combo_n=3 | pick=explore",
vwap_clone,DOGE-USDT-SWAP,long,2026-09-16T14:45:00+00:00,2026-09-16T14:45:00+00:00,0.079249605,0.07873645984,51225.77264,4059.622247,0.07877584776,24.26858056,10,405.9622247,4.451127031,4.046473559,0,-30.73738442,stop,"VWAP sapma-dönüş (kaynak kuralları): kümülatif VWAP=0.0821723 (300 bar), σ=0.000347322; bu bar -8.81σ ile bandın dışında kapandı ve kapanış long yönünde döndü; stop 2.5×0.5σ (0.0787758), hedef VWAP mesafesinin %100'i (0.0821723); yönetim: breakeven 1R, kısmi %50 @ 1.5R, takip geri verme %50 | arm=vwap_revert_src | combo=band2_tp2 | combo_r=-0.1432 | combo_n=24 | pick=exploit",
vwap_clone,AVAX-USDT-SWAP,long,2026-09-16T14:45:00+00:00,2026-09-16T14:45:00+00:00,7.2586275,7.232753831,558.9887968,4057.491453,7.236372017,12.44056552,10,405.7491453,4.455285898,4.050257304,0,-18.91837686,stop,"VWAP sapma-dönüş (kaynak kuralları): kümülatif VWAP=7.4154 (300 bar), σ=0.019628; bu bar -8.36σ ile bandın dışında kapandı ve kapanış long yönünde döndü; stop 2×0.5σ (7.23637), hedef VWAP mesafesinin %75'i (7.37555); yönetim: breakeven 1R, kısmi %50 @ 1.5R, takip geri verme %50 | arm=vwap_revert_src | combo=band1_tp1 | combo_r=0.5637 | combo_n=5 | pick=exploit",
vwap_clone,ETHFI-USDT-SWAP,long,2026-09-16T15:00:00+00:00,2026-09-16T15:15:00+00:00,0.58459215,0.5792241729,6889.807297,4027.727261,0.5795139299,34.98795786,10,402.7727261,4.410158607,4.009226853,0,-41.39448611,stop,"VWAP sapma-dönüş (kaynak kuralları): kümülatif VWAP=0.628055 (300 bar), σ=0.00468607; bu bar -9.22σ ile bandın dışında kapandı ve kapanış long yönünde döndü; stop 2×0.5σ (0.579514), hedef VWAP mesafesinin %75'i (0.617092); yönetim: breakeven 1R, kısmi %50 @ 1.5R, takip geri verme %50 | arm=vwap_revert_src | combo=band1_tp1 | combo_r=-1.324 | combo_n=3 | pick=explore",
vwap_clone,BTC-USDT-SWAP,long,2026-09-16T15:15:00+00:00,2026-09-16T15:30:00+00:00,75761.16165,75561.1255,0.05330161353,4038.192159,75598.92497,8.647476964,10,403.8192159,4.436147138,4.032859377,0,-15.09839644,stop,"VWAP sapma-dönüş (kaynak kuralları): kümülatif VWAP=76959 (300 bar), σ=165.967; bu bar -7.78σ ile bandın dışında kapandı ve kapanış long yönünde döndü; stop 1.5×0.5σ (75598.9), hedef VWAP mesafesinin %50'i (76341.2); yönetim: breakeven 1R, kısmi %50 @ 1.5R, takip geri verme %50 | arm=vwap_revert_src | combo=band0_tp0 | combo_r=-1.437 | combo_n=13 | pick=explore",
vwap_clone,BTC-USDT-SWAP,long,2026-09-16T15:45:00+00:00,2026-09-16T17:30:00+00:00,75735.0486,75488.51661,0.0528305508,4001.124332,75526.27975,11.02937322,10,400.1124332,4.394073334,3.994609865,-0.159963812,-17.57845785,stop,"VWAP sapma-dönüş (kaynak kuralları): kümülatif VWAP=76954.7 (300 bar), σ=170.82; bu bar -7.58σ ile bandın dışında kapandı ve kapanış long yönünde döndü; stop 2×0.5σ (75526.3), hedef VWAP mesafesinin %75'i (76640.3); yönetim: breakeven 1R, kısmi %50 @ 1.5R, takip geri verme %50 | arm=vwap_revert_src | combo=band1_tp1 | combo_r=-0.04957 | combo_n=6 | pick=exploit",
vwap_clone,ETH-USDT-SWAP,long,2026-09-16T15:45:00+00:00,2026-09-16T17:30:00+00:00,2390.7948,2376.834606,1.672675648,3999.024242,2378.023618,21.36204513,10,399.9024242,4.386083684,3.987343963,-0.09047345131,-27.82743337,stop,"VWAP sapma-dönüş (kaynak kuralları): kümülatif VWAP=2464.95 (300 bar), σ=9.26111; bu bar -8.21σ ile bandın dışında kapandı ve kapanış long yönünde döndü; stop 2.5×0.5σ (2378.02), hedef VWAP mesafesinin %100'i (2464.95); yönetim: breakeven 1R, kısmi %50 @ 1.5R, takip geri verme %50 | arm=vwap_revert_src | combo=band2_tp2 | combo_r=0.7172 | combo_n=5 | pick=exploit",
vwap_clone,NEAR-USDT-SWAP,short,2026-09-16T16:45:00+00:00,2026-09-16T17:30:00+00:00,2.470764,2.445822915,806.7917048,1993.3919,2.488206257,14.07226823,10,199.33919,2.181663846,1.983336296,0,17.94059674,partial,"VWAP sapma-dönüş (kaynak kuralları): kümülatif VWAP=2.41263 (300 bar), σ=0.012165; bu bar +5.37σ ile bandın dışında kapandı ve kapanış short yönünde döndü; stop 2.5×0.5σ (2.48821), hedef VWAP mesafesinin %50'i (2.44282); yönetim: breakeven 1R, kısmi %50 @ 1.5R, takip geri verme %50 | arm=vwap_revert_src | combo=band2_tp0 | combo_r=-0.4169 | combo_n=21 | pick=unexplored",
