source,period,model,week_start,n_opened,long_share,short_share,btc_week_ret,model_week_ret,avg_r
ema,A,ema_trend,2022-12-26,1,1.0,0.0,-0.013062228241499607,-0.010745574188610885,-1.0745574113437677
ema,A,ema_trend,2023-01-02,7,1.0,0.0,0.030996274428374493,0.06995001635957787,1.0480819124759042
ema,A,ema_trend,2023-01-09,2,1.0,0.0,0.2185418478800225,0.014461723549902938,0.43664412831341126
ema,A,ema_trend,2023-01-16,0,,,0.08814046518312679,0.0,
ema,A,ema_trend,2023-01-23,0,,,0.04529064468835453,0.0,
ema,A,ema_trend,2023-01-30,4,1.0,0.0,-0.033948277314463815,-0.0123819932922411,-0.29970857167141507
ema,A,ema_trend,2023-02-06,3,1.0,0.0,-0.050196198116498,-0.0015634778783349956,-0.04637356204903331
ema,A,ema_trend,2023-02-13,4,1.0,0.0,0.114383030291902,-0.02450290633627472,-1.0567511405267638
ema,A,ema_trend,2023-02-20,0,,,-0.029715980474944947,-0.018391856406087204,
ema,A,ema_trend,2023-02-27,1,1.0,0.0,-0.04760752448514327,-0.010679253242932174,-1.0679253211155721
ema,A,ema_trend,2023-03-06,1,1.0,0.0,-0.01955985860557996,-0.010559040508499318,-1.055904055025462
ema,A,ema_trend,2023-03-13,11,1.0,0.0,0.2714265579748032,-0.017220940152245512,-0.22672219440010333
ema,A,ema_trend,2023-03-20,0,,,-1.787955615795145e-05,-0.009892992665334721,
ema,A,ema_trend,2023-03-27,6,1.0,0.0,0.007405844573815212,-0.021901613833074096,-0.05564486452001952
ema,A,ema_trend,2023-04-03,2,1.0,0.0,0.005466517579823638,0.009170924426262106,0.4463188789957977
ema,A,ema_trend,2023-04-10,4,1.0,0.0,0.06998287761910649,0.055764058812622475,1.1452907394817955
ema,A,ema_trend,2023-04-17,0,,,-0.08963039217627145,0.008322790294556848,
ema,A,ema_trend,2023-04-24,4,1.0,0.0,0.05996817837506763,0.0010156440483892748,-0.306549254027203
ema,A,ema_trend,2023-05-01,4,1.0,0.0,-0.02783296120139922,-0.05560008789071247,-1.0706360864792912
ema,A,ema_trend,2023-05-08,0,,,-0.05332039012517631,0.0,
ema,A,ema_trend,2023-05-15,4,1.0,0.0,-0.0062490944014504946,-0.010645306064886784,-0.3217063988082287
ema,A,ema_trend,2023-05-22,4,1.0,0.0,0.049652867349342156,0.014380884894845458,0.38624734736808264
ema,A,ema_trend,2023-05-29,4,1.0,0.0,-0.03416821604371023,-0.04148504576638812,-1.108383859964282
ema,A,ema_trend,2023-06-05,1,1.0,0.0,-0.04397322663323078,-0.020321787174478412,1.925367958751519
ema,A,ema_trend,2023-06-12,2,1.0,0.0,0.01646730262574203,0.007427290500871431,0.43464510752562047
ema,A,ema_trend,2023-06-19,6,1.0,0.0,0.1565519335129597,0.07408529438918499,0.4356608531661781
ema,A,ema_trend,2023-06-26,4,1.0,0.0,0.004744670448840749,-0.011327017762944425,0.45485386061153843
ema,A,ema_trend,2023-07-03,2,1.0,0.0,-0.01493097851467462,-0.026667687546966024,-1.0514954580894456
ema,A,ema_trend,2023-07-10,6,1.0,0.0,0.002224528158017769,0.0682071304854226,0.9229457982054465
ema,A,ema_trend,2023-07-17,2,1.0,0.0,-0.0049287481641240305,-0.018507842184079193,-1.0666713885659211
ema,A,ema_trend,2023-07-24,3,1.0,0.0,-0.026534316430532723,-0.029889051976722203,-1.1046267637709197
ema,A,ema_trend,2023-07-31,1,1.0,0.0,-0.006652187572566137,-0.00035468323645670985,-1.1080954565280994
ema,A,ema_trend,2023-08-07,4,1.0,0.0,0.007535546327108733,-0.038623691635306434,-1.107013125435159
ema,A,ema_trend,2023-08-14,0,,,-0.10644192711887535,-0.005496865269468798,
ema,A,ema_trend,2023-08-21,1,1.0,0.0,-0.0032877151716027564,-0.010254925622738442,-1.0254925608655994
ema,A,ema_trend,2023-08-28,3,1.0,0.0,-0.004995728345777883,-0.0319523179082809,-1.0687642822777128
ema,A,ema_trend,2023-09-04,2,1.0,0.0,-0.005151721668418707,-0.02147429345765739,-1.074912464724416
ema,A,ema_trend,2023-09-11,3,1.0,0.0,0.02670087970864743,-0.009370980550805541,-0.08651858632952895
ema,A,ema_trend,2023-09-18,4,1.0,0.0,-0.010799909529553675,-0.0014679304166623774,-0.3210567471559558
ema,A,ema_trend,2023-09-25,3,1.0,0.0,0.06720652401730076,0.027435137977372737,1.8812533688749975
ema,A,ema_trend,2023-10-02,1,1.0,0.0,-0.0031815633581026015,0.01075419902989605,-1.0622514669021463
ema,A,ema_trend,2023-10-09,0,,,-0.027407221664994985,-0.011514107778490268,
ema,A,ema_trend,2023-10-16,7,1.0,0.0,0.10492838174793451,0.0729803378710141,1.474773553292072
ema,A,ema_trend,2023-10-23,1,1.0,0.0,0.15082767218448123,0.03945351204331038,1.9500168619649074
ema,A,ema_trend,2023-10-30,0,,,0.014346292209033606,0.0,
ema,A,ema_trend,2023-11-06,0,,,0.05856670064734626,0.0,
ema,A,ema_trend,2023-11-13,0,,,0.008114181204124993,0.0,
ema,A,ema_trend,2023-11-20,7,1.0,0.0,0.0020951682690377726,-0.019025269990245786,-0.18953574797483022
ema,A,ema_trend,2023-11-27,4,1.0,0.0,0.06778104138851804,0.06726406048217837,1.1668514750531123
ema,A,ema_trend,2023-12-04,1,1.0,0.0,0.09502005581618667,0.0025919825238274186,1.8561231430960994
ema,A,ema_trend,2023-12-11,3,1.0,0.0,-0.05499667717941625,-0.03150737097601908,-1.0482576675788893
ema,A,ema_trend,2023-12-18,8,1.0,0.0,0.03885219635620185,-0.007195712590952974,-0.3076407407936532
ema,A,ema_trend,2023-12-25,4,1.0,0.0,-0.016048814076617512,-0.025404124384069138,-0.3239979046795815
ema,A,ema_trend,2024-01-01,4,1.0,0.0,0.03871368892398408,-0.04158780138851548,-1.0485497364678458
ema,A,ema_trend,2024-01-08,9,1.0,0.0,-0.04994628452812311,-0.033993678606904165,-0.3650478426580638
ema,A,ema_trend,2024-01-15,3,1.0,0.0,-0.003701414443422313,-0.006155169021283435,-1.0414764995155095
ema,A,ema_trend,2024-01-22,4,1.0,0.0,0.01082808521075429,-0.04549396824883911,0.4493809776614527
ema,A,ema_trend,2024-01-29,2,1.0,0.0,0.013169476123187751,0.048487677204342994,0.43666168584354326
ema,A,ema_trend,2024-02-05,5,1.0,0.0,0.1343877229973094,0.09691702256473134,1.893908914821467
ema,A,ema_trend,2024-02-12,0,,,0.0797018657195252,0.0,
ema,A,ema_trend,2024-02-19,1,1.0,0.0,-0.008085958841741125,0.019798719399202414,1.9798719421450393
ema,A,ema_trend,2024-02-26,5,1.0,0.0,0.22038084599373442,0.007302696004586329,0.1363591423520428
ema,A,ema_trend,2024-03-04,1,1.0,0.0,0.09188101188044162,-0.010272271450882275,-1.0272271490949278
ema,A,ema_trend,2024-03-11,3,1.0,0.0,-0.007821870780316154,-0.030415614451968942,-1.0243099654551082
ema,A,ema_trend,2024-03-18,3,1.0,0.0,-0.017296121528935005,0.0029102785350054727,0.9761111623279527
ema,A,ema_trend,2024-03-25,4,1.0,0.0,0.06106192320736881,-0.009318350352167437,-1.0414039002219537
ema,A,ema_trend,2024-04-01,3,1.0,0.0,-0.027581624026883578,-0.02166226690086115,-0.04646263159199374
ema,A,ema_trend,2024-04-08,3,1.0,0.0,-0.05336153292763979,0.01144192149699963,-0.04985483873116303
ema,A,ema_trend,2024-04-15,3,1.0,0.0,-0.0110186502267694,0.0021200570351829207,0.961371819150396
ema,A,ema_trend,2024-04-22,5,1.0,0.0,-0.027917441124520548,-0.021559890485325583,-1.0435429298309746
ema,A,ema_trend,2024-04-29,4,1.0,0.0,0.014019801980198032,-0.007686592365721334,0.45823448587360005
ema,A,ema_trend,2024-05-06,2,1.0,0.0,-0.03965161693485386,-0.000716826665404291,-1.0613734728466653
