source,period,model,symbol,direction,opened_at,closed_at,r,pnl,coin_ret,btc_ret,aligned_btc,aligned_coin
ema,A,trend,NEAR-USDT-SWAP,short,2022-11-18T20:00:00+00:00,2022-11-19T12:00:00+00:00,0.15814128045458556,13.45358927,-0.016255605381165994,-0.002753650082908843,aligned,aligned
ema,A,trend,DOGE-USDT-SWAP,short,2022-11-20T12:00:00+00:00,2022-11-20T20:00:00+00:00,0.26617411560607607,22.6801013,-0.06036585365853675,-0.017764217102129276,aligned,aligned
ema,A,trend,ETH-USDT-SWAP,short,2022-11-20T12:00:00+00:00,2022-11-20T16:00:00+00:00,-0.3836345896487817,-32.68046193,0.006940079169569069,0.0007356532540594429,misaligned,misaligned
ema,A,trend,LINK-USDT-SWAP,short,2022-11-20T12:00:00+00:00,2022-11-21T04:00:00+00:00,0.9037050021681305,76.96118767,-0.04402724705100525,-0.03265818052448477,aligned,aligned
ema,A,trend,NEAR-USDT-SWAP,short,2022-11-20T20:00:00+00:00,2022-11-21T04:00:00+00:00,1.3066214063298422,111.1532576,-0.03248407643312112,-0.015163328074257354,aligned,aligned
ema,A,trend,ADA-USDT-SWAP,short,2022-11-21T00:00:00+00:00,2022-11-21T04:00:00+00:00,0.46520418807880576,40.28579933,-0.0029809676679659614,-0.002201807472461903,aligned,aligned
ema,A,trend,ADA-USDT-SWAP,short,2022-11-21T20:00:00+00:00,2022-11-22T00:00:00+00:00,-0.5514278848434337,-48.19025509,0.006663165495962797,0.004612850082372333,misaligned,misaligned
ema,A,trend,BTC-USDT-SWAP,short,2022-11-21T20:00:00+00:00,2022-11-22T00:00:00+00:00,-0.2330585525247281,-20.36363763,0.004612850082372333,0.004612850082372333,misaligned,misaligned
ema,A,trend,DOGE-USDT-SWAP,short,2022-11-21T20:00:00+00:00,2022-11-22T00:00:00+00:00,-0.5706060841261127,-49.84249585,0.018888144675150764,0.004612850082372333,misaligned,misaligned
ema,A,trend,SOL-USDT-SWAP,short,2022-11-22T12:00:00+00:00,2022-11-22T16:00:00+00:00,-0.9565189128704639,-82.45939041,-0.01661129568106301,-0.004174439867747903,aligned,aligned
ema,A,trend,ADA-USDT-SWAP,short,2022-11-28T04:00:00+00:00,2022-11-28T12:00:00+00:00,-0.42318998883149567,-36.13331771,-0.006784304771844996,-0.004549601755727162,aligned,aligned
ema,A,trend,AVAX-USDT-SWAP,short,2022-11-28T04:00:00+00:00,2022-11-28T12:00:00+00:00,-0.43225232165233657,-36.8982128,-0.010509296685529468,-0.004549601755727162,aligned,aligned
ema,A,trend,BTC-USDT-SWAP,short,2022-11-28T04:00:00+00:00,2022-11-28T12:00:00+00:00,-0.4980779722515858,-42.47582479,-0.004549601755727162,-0.004549601755727162,aligned,aligned
ema,A,trend,ETH-USDT-SWAP,short,2022-12-04T00:00:00+00:00,2022-12-04T04:00:00+00:00,-0.6136498256307401,-51.68657838,0.00023070803500391257,0.001975119391545377,misaligned,misaligned
ema,A,trend,DOGE-USDT-SWAP,long,2022-12-05T12:00:00+00:00,2022-12-05T16:00:00+00:00,-0.675755872094922,-56.56837956,-0.023594523740169016,-0.009248040644553313,misaligned,misaligned
ema,A,trend,XRP-USDT-SWAP,short,2022-12-05T20:00:00+00:00,2022-12-06T00:00:00+00:00,-0.5508088932474875,-45.79732611,-0.015424561042700291,0.001962598645629976,misaligned,aligned
ema,A,trend,ADA-USDT-SWAP,short,2022-12-07T08:00:00+00:00,2022-12-07T12:00:00+00:00,-0.40472730822684244,-33.46593339,0.004877891200413487,0.002530605439908573,misaligned,misaligned
ema,A,trend,AVAX-USDT-SWAP,short,2022-12-07T08:00:00+00:00,2022-12-07T12:00:00+00:00,-0.4526657143867156,-37.41864688,0.002272727272727426,0.002530605439908573,misaligned,misaligned
ema,A,trend,BTC-USDT-SWAP,short,2022-12-07T08:00:00+00:00,2022-12-07T12:00:00+00:00,-0.371009707289895,-30.63428045,0.002530605439908573,0.002530605439908573,misaligned,misaligned
ema,A,trend,ADA-USDT-SWAP,short,2022-12-12T00:00:00+00:00,2022-12-12T04:00:00+00:00,0.577080311438837,47.13154576,0.002970591147638313,0.0004728970857716952,misaligned,misaligned
ema,A,trend,AVAX-USDT-SWAP,short,2022-12-12T00:00:00+00:00,2022-12-12T04:00:00+00:00,0.8492065347359244,69.26942911,0.0015748031496063408,0.0004728970857716952,misaligned,misaligned
ema,A,trend,NEAR-USDT-SWAP,short,2022-12-12T00:00:00+00:00,2022-12-12T04:00:00+00:00,0.5134964149791894,3.327239576e-14,0.0031152647975078995,0.0004728970857716952,misaligned,misaligned
ema,A,trend,ADA-USDT-SWAP,short,2022-12-16T12:00:00+00:00,2022-12-16T20:00:00+00:00,0.03957876254244297,3.278563396,-0.07374973623127234,-0.019799529761168166,aligned,aligned
ema,A,trend,DOGE-USDT-SWAP,short,2022-12-16T12:00:00+00:00,2022-12-17T00:00:00+00:00,1.3287816231827225,110.047076,-0.05782187921107418,-0.017389408430121156,aligned,aligned
ema,A,trend,LINK-USDT-SWAP,short,2022-12-16T12:00:00+00:00,2022-12-16T20:00:00+00:00,0.12098694746293803,10.01838368,-0.04318882935541479,-0.019799529761168166,aligned,aligned
ema,A,trend,ADA-USDT-SWAP,short,2022-12-17T00:00:00+00:00,2022-12-17T08:00:00+00:00,-0.23961833291418352,-20.18821397,0.022629475948978017,0.001901049475262484,misaligned,misaligned
ema,A,trend,AVAX-USDT-SWAP,short,2022-12-17T00:00:00+00:00,2022-12-17T04:00:00+00:00,-0.10512527955931553,-8.855646665,0.017006802721088565,0.004095952023988048,misaligned,misaligned
ema,A,trend,NEAR-USDT-SWAP,short,2022-12-19T04:00:00+00:00,2022-12-19T08:00:00+00:00,-0.3522254804218253,-29.50925058,0.017358490566037776,0.0009211848590706673,misaligned,misaligned
ema,A,trend,XRP-USDT-SWAP,short,2022-12-19T04:00:00+00:00,2022-12-19T08:00:00+00:00,-0.2679720689527165,-22.44729883,-0.0033173286774335065,0.0009211848590706673,misaligned,aligned
ema,A,trend,DOGE-USDT-SWAP,short,2022-12-19T20:00:00+00:00,2022-12-20T00:00:00+00:00,0.20746595492277334,17.27358765,0.03588952754801622,0.017206877885299843,misaligned,misaligned
ema,A,trend,NEAR-USDT-SWAP,short,2022-12-19T20:00:00+00:00,2022-12-20T00:00:00+00:00,0.3648725785354497,30.37351508,0.03415409054805418,0.017206877885299843,misaligned,misaligned
ema,A,trend,XRP-USDT-SWAP,short,2022-12-19T20:00:00+00:00,2022-12-20T00:00:00+00:00,-0.35506737437898295,-29.55218662,0.001978911303423203,0.017206877885299843,misaligned,misaligned
ema,A,trend,SOL-USDT-SWAP,short,2022-12-24T08:00:00+00:00,2022-12-24T16:00:00+00:00,-0.25360956560844305,-21.16138894,0.023008849557522026,0.0008794761174695243,misaligned,misaligned
ema,A,trend,SOL-USDT-SWAP,short,2022-12-27T16:00:00+00:00,2022-12-27T20:00:00+00:00,-0.7708509169755403,-64.15730628,0.0072621641249093205,0.0008626938814633167,misaligned,misaligned
ema,A,trend,BTC-USDT-SWAP,short,2022-12-27T20:00:00+00:00,2022-12-28T00:00:00+00:00,-0.5434670853592962,-44.87409139,-0.003184427431567771,-0.003184427431567771,aligned,aligned
ema,A,trend,AVAX-USDT-SWAP,short,2022-12-28T04:00:00+00:00,2022-12-28T08:00:00+00:00,0.3090936704847514,25.38861023,0.0026525198938991412,0.0018379371857939475,misaligned,misaligned
ema,A,trend,DOGE-USDT-SWAP,short,2022-12-28T04:00:00+00:00,2022-12-28T08:00:00+00:00,0.22474486864799126,18.45444923,0.0029581631215664927,0.0018379371857939475,misaligned,misaligned
ema,A,trend,LINK-USDT-SWAP,short,2022-12-28T04:00:00+00:00,2022-12-28T08:00:00+00:00,0.08538031681057238,7.003020156,-0.002951388888888795,0.0018379371857939475,misaligned,aligned
ema,A,trend,ADA-USDT-SWAP,short,2022-12-29T00:00:00+00:00,2022-12-29T04:00:00+00:00,0.22212593044561116,18.35811914,-0.0023588742476003954,-0.0002233948776156902,aligned,aligned
ema,A,trend,BTC-USDT-SWAP,short,2022-12-29T00:00:00+00:00,2022-12-29T08:00:00+00:00,-0.4628389557143843,-38.21239157,0.0024996075495393733,0.0024996075495393733,misaligned,misaligned
ema,A,trend,SOL-USDT-SWAP,short,2022-12-29T20:00:00+00:00,2022-12-29T20:00:00+00:00,-1.0304995298877924,-84.96345539,0.0,0.0,neutral,neutral
ema,A,trend,AVAX-USDT-SWAP,short,2022-12-30T00:00:00+00:00,2022-12-30T16:00:00+00:00,0.4337495638445274,35.39360484,-0.0018416206261510082,-0.004558565828219563,aligned,aligned
ema,A,trend,XRP-USDT-SWAP,short,2022-12-30T00:00:00+00:00,2022-12-30T12:00:00+00:00,0.08149061525802791,6.648042642,0.004168514412416835,-0.002770066421375228,aligned,misaligned
ema,A,trend,DOGE-USDT-SWAP,short,2022-12-30T08:00:00+00:00,2022-12-30T16:00:00+00:00,-0.031162181972176056,-2.565098944,0.01107828655834564,0.0019213635013668462,misaligned,misaligned
ema,A,trend,XRP-USDT-SWAP,short,2023-01-02T04:00:00+00:00,2023-01-02T08:00:00+00:00,-0.8495099257919506,-69.65466292,0.02096056922620826,0.0010108985632082401,misaligned,misaligned
ema,A,trend,ETH-USDT-SWAP,long,2023-01-09T00:00:00+00:00,2023-01-09T12:00:00+00:00,1.182170525669526,96.10737813,0.019519381975297234,0.004559544510808422,aligned,aligned
ema,A,trend,ETH-USDT-SWAP,long,2023-01-09T16:00:00+00:00,2023-01-09T20:00:00+00:00,-0.28170076110074527,-23.17227182,-0.007471774132928322,-0.0065455849104606445,misaligned,misaligned
ema,A,trend,SOL-USDT-SWAP,long,2023-01-09T16:00:00+00:00,2023-01-09T20:00:00+00:00,-0.5977464718743117,-49.14878373,-0.0012885807203780741,-0.0065455849104606445,misaligned,misaligned
ema,A,trend,BTC-USDT-SWAP,long,2023-01-10T20:00:00+00:00,2023-01-11T12:00:00+00:00,-0.22886126869349702,-18.66026147,-0.005815220508115004,-0.005815220508115004,misaligned,misaligned
ema,A,trend,BTC-USDT-SWAP,long,2023-01-11T20:00:00+00:00,2023-01-12T04:00:00+00:00,2.590172995259482,210.7070777,0.010901187092459352,0.010901187092459352,aligned,aligned
ema,A,trend,AVAX-USDT-SWAP,long,2023-01-12T00:00:00+00:00,2023-01-12T04:00:00+00:00,0.08259134286277438,6.821352862,-0.03638644918444167,-0.004620585200957095,misaligned,misaligned
ema,A,trend,ETH-USDT-SWAP,long,2023-01-12T00:00:00+00:00,2023-01-12T04:00:00+00:00,0.25953161965038246,21.39014072,-0.0015915725164689087,-0.004620585200957095,misaligned,misaligned
ema,A,trend,BTC-USDT-SWAP,long,2023-01-12T20:00:00+00:00,2023-01-13T00:00:00+00:00,-0.14338494645745334,-12.00674516,0.001650524081199256,0.001650524081199256,aligned,aligned
ema,A,trend,ETH-USDT-SWAP,long,2023-01-12T20:00:00+00:00,2023-01-13T00:00:00+00:00,-0.2806477978962833,-23.49395138,-0.0006850717912861848,0.001650524081199256,aligned,misaligned
ema,A,trend,BTC-USDT-SWAP,long,2023-01-13T16:00:00+00:00,2023-01-14T04:00:00+00:00,2.585231913629895,215.5639512,0.08062075554522674,0.08062075554522674,aligned,aligned
ema,A,trend,ADA-USDT-SWAP,long,2023-01-14T00:00:00+00:00,2023-01-14T04:00:00+00:00,0.4869749277830102,41.0092193,0.016292197630225713,-0.003153762600758503,misaligned,aligned
ema,A,trend,ETH-USDT-SWAP,long,2023-01-14T00:00:00+00:00,2023-01-14T04:00:00+00:00,1.7381221547766061,146.3477299,-0.0021111667244190224,-0.003153762600758503,misaligned,misaligned
ema,A,trend,NEAR-USDT-SWAP,long,2023-01-14T00:00:00+00:00,2023-01-14T08:00:00+00:00,1.3264031150991584,111.6585937,0.02083333333333326,-0.012924709872896623,misaligned,aligned
ema,A,trend,SOL-USDT-SWAP,long,2023-01-14T00:00:00+00:00,2023-01-14T04:00:00+00:00,2.3989996917983545,201.9331253,0.07359642726941318,-0.003153762600758503,misaligned,aligned
ema,A,trend,AVAX-USDT-SWAP,long,2023-01-14T08:00:00+00:00,2023-01-14T08:00:00+00:00,-1.0164862570626712,-92.24059363,0.0,0.0,neutral,neutral
ema,A,trend,LINK-USDT-SWAP,long,2023-01-14T08:00:00+00:00,2023-01-14T08:00:00+00:00,-1.0317294686007674,-93.61520917,0.0,0.0,neutral,neutral
ema,A,trend,SOL-USDT-SWAP,long,2023-01-14T08:00:00+00:00,2023-01-14T12:00:00+00:00,-0.5242631571581599,-47.56141199,-0.0027711974254682747,0.002442143874128222,aligned,misaligned
ema,A,trend,XRP-USDT-SWAP,long,2023-01-20T20:00:00+00:00,2023-01-21T08:00:00+00:00,0.21722855811550126,19.16255295,-0.010507965715946033,0.010451316892398754,aligned,misaligned
ema,A,trend,ADA-USDT-SWAP,long,2023-01-21T00:00:00+00:00,2023-01-21T04:00:00+00:00,-0.3301866561955461,-29.2770581,0.010901910615457311,0.004231649544897964,aligned,aligned
ema,A,trend,BTC-USDT-SWAP,long,2023-01-21T00:00:00+00:00,2023-01-21T12:00:00+00:00,0.2783957460827689,24.68063298,0.02011142456663295,0.02011142456663295,aligned,aligned
ema,A,trend,ETH-USDT-SWAP,long,2023-01-21T00:00:00+00:00,2023-01-21T04:00:00+00:00,-0.20384433322988244,-18.06653066,0.0012491283388411656,0.004231649544897964,aligned,aligned
ema,A,trend,NEAR-USDT-SWAP,long,2023-01-21T00:00:00+00:00,2023-01-21T08:00:00+00:00,-0.22664921885094005,-1.771569867,0.00042301184433179984,0.015946310391937724,aligned,aligned
ema,A,trend,NEAR-USDT-SWAP,long,2023-01-22T12:00:00+00:00,2023-01-22T16:00:00+00:00,-0.4663080812542774,-41.11021639,-0.031212484993997758,-0.003001869585443462,misaligned,misaligned
ema,A,trend,AVAX-USDT-SWAP,long,2023-01-22T16:00:00+00:00,2023-01-22T20:00:00+00:00,-0.34074449438652277,-29.97523963,-0.02805836139169471,-0.00018047839981694125,misaligned,misaligned
ema,A,trend,DOGE-USDT-SWAP,long,2023-01-22T20:00:00+00:00,2023-01-23T08:00:00+00:00,-0.16990852433664835,-14.86606579,0.019043300838812005,0.008484015973020176,aligned,aligned
ema,A,trend,NEAR-USDT-SWAP,long,2023-01-23T04:00:00+00:00,2023-01-23T08:00:00+00:00,-0.4818170339910518,-42.15076261,0.014722975590856446,0.009257178609352268,aligned,aligned
ema,A,trend,XRP-USDT-SWAP,long,2023-01-23T12:00:00+00:00,2023-01-23T16:00:00+00:00,-0.23972512040504543,-20.82732822,0.011714211187783041,-0.002284663865546266,misaligned,aligned
ema,A,trend,AVAX-USDT-SWAP,long,2023-01-24T04:00:00+00:00,2023-01-24T12:00:00+00:00,-0.4899315144841739,-42.46323028,-0.016181229773462813,-0.005495434928758924,misaligned,misaligned
ema,A,trend,AVAX-USDT-SWAP,long,2023-01-27T20:00:00+00:00,2023-01-28T00:00:00+00:00,1.468723667273886,126.6732086,-0.008962264150943255,0.0019414867107836464,aligned,misaligned
ema,A,trend,LINK-USDT-SWAP,long,2023-01-27T20:00:00+00:00,2023-01-28T04:00:00+00:00,-0.27824390659922754,-23.9943636,-0.007179626117583271,-0.0034236037980334144,misaligned,misaligned
ema,A,trend,ADA-USDT-SWAP,long,2023-01-28T00:00:00+00:00,2023-01-28T04:00:00+00:00,-0.1389089497913856,-12.17514792,2.5731415485230613e-05,-0.005354694440720009,misaligned,aligned
ema,A,trend,DOGE-USDT-SWAP,long,2023-01-28T08:00:00+00:00,2023-01-28T12:00:00+00:00,-0.537198394966911,-46.81800697,-0.01050983899821123,0.0014227412351308644,aligned,misaligned
ema,A,trend,BNB-USDT-SWAP,long,2023-01-29T12:00:00+00:00,2023-01-29T16:00:00+00:00,-0.14852193915509038,-12.87447459,0.002732240437158584,0.01618409138251331,aligned,aligned
ema,A,trend,BTC-USDT-SWAP,long,2023-01-29T20:00:00+00:00,2023-01-30T00:00:00+00:00,-0.5500676904772861,-47.61124497,-0.0018237722180102223,-0.0018237722180102223,misaligned,misaligned
ema,A,trend,ETH-USDT-SWAP,long,2023-01-29T20:00:00+00:00,2023-01-30T04:00:00+00:00,-0.4851089918884825,-41.9741501,-0.010811697782963758,-0.004165613680397695,misaligned,misaligned
ema,A,trend,SOL-USDT-SWAP,long,2023-01-29T20:00:00+00:00,2023-01-30T00:00:00+00:00,-0.19551173296324942,-16.91249216,-0.024185511690302808,-0.0018237722180102223,misaligned,misaligned
ema,A,trend,DOGE-USDT-SWAP,long,2023-01-31T08:00:00+00:00,2023-01-31T12:00:00+00:00,-0.4796305362307612,-41.00374328,0.011394465545306653,0.010985118487971901,aligned,aligned
ema,A,trend,DOGE-USDT-SWAP,long,2023-01-31T20:00:00+00:00,2023-02-01T00:00:00+00:00,-0.4500213188067205,-38.28791775,-0.03151981691459471,-4.322324373196018e-06,misaligned,misaligned
ema,A,trend,ADA-USDT-SWAP,long,2023-02-02T04:00:00+00:00,2023-02-02T20:00:00+00:00,-0.23994986310776245,-20.32311797,-0.005122694787345727,-0.01257404223297498,misaligned,misaligned
ema,A,trend,AVAX-USDT-SWAP,long,2023-02-02T04:00:00+00:00,2023-02-02T16:00:00+00:00,-0.10709863793868185,-9.069534791,0.010119595216191435,0.0008281799799050305,aligned,aligned
ema,A,trend,BNB-USDT-SWAP,long,2023-02-02T04:00:00+00:00,2023-02-02T08:00:00+00:00,0.028459287253513793,2.409736359,0.0034068441064638577,0.0015554649368776374,aligned,aligned
ema,A,trend,ETH-USDT-SWAP,long,2023-02-02T04:00:00+00:00,2023-02-02T20:00:00+00:00,0.006381447741225981,0.5401995687,-0.012982801691006851,-0.01257404223297498,misaligned,misaligned
ema,A,trend,DOGE-USDT-SWAP,long,2023-02-04T20:00:00+00:00,2023-02-05T00:00:00+00:00,-0.4231441829897915,-35.72730091,-0.0077365394668060805,0.0011447436117304477,aligned,misaligned
ema,A,trend,NEAR-USDT-SWAP,long,2023-02-08T08:00:00+00:00,2023-02-08T16:00:00+00:00,0.5460726565344698,45.91141443,0.008236615499812805,-0.01209781876586713,misaligned,aligned
ema,A,trend,LINK-USDT-SWAP,long,2023-02-09T08:00:00+00:00,2023-02-09T12:00:00+00:00,0.17333997008837987,14.65325377,0.009565563969708979,-0.0032174181321344975,misaligned,aligned
ema,A,trend,XRP-USDT-SWAP,short,2023-02-13T12:00:00+00:00,2023-02-13T16:00:00+00:00,-0.5694200190870927,-48.2192265,0.012515678682445186,0.0019707768570513817,misaligned,misaligned
ema,A,trend,ADA-USDT-SWAP,long,2023-02-14T16:00:00+00:00,2023-02-15T00:00:00+00:00,0.23392384345082054,19.6961785,-0.008091861898890329,-0.005213398163155025,misaligned,misaligned
ema,A,trend,BTC-USDT-SWAP,long,2023-02-15T12:00:00+00:00,2023-02-16T04:00:00+00:00,3.8611426347065625,325.8652557,0.07936062569597291,0.07936062569597291,aligned,aligned
ema,A,trend,ETH-USDT-SWAP,long,2023-02-15T12:00:00+00:00,2023-02-16T04:00:00+00:00,1.961896508229985,165.5170433,0.06550682798047514,0.07936062569597291,aligned,aligned
ema,A,trend,AVAX-USDT-SWAP,long,2023-02-15T16:00:00+00:00,2023-02-16T04:00:00+00:00,1.565959952802103,133.1893415,0.03595622720166736,0.05548362757118741,aligned,aligned
ema,A,trend,ADA-USDT-SWAP,long,2023-02-15T20:00:00+00:00,2023-02-16T00:00:00+00:00,0.6797418291919405,59.18244956,-0.019042852376185748,0.016481958604026126,aligned,misaligned
ema,A,trend,SOL-USDT-SWAP,long,2023-02-15T20:00:00+00:00,2023-02-16T08:00:00+00:00,0.37180724431910717,1.142235865e-14,-0.01248062989487786,0.009874382080646837,aligned,misaligned
ema,A,trend,BNB-USDT-SWAP,long,2023-02-16T04:00:00+00:00,2023-02-16T08:00:00+00:00,-0.21809334499840446,-19.98178046,-0.0015627441787778862,-0.001787164906580041,misaligned,misaligned
ema,A,trend,BTC-USDT-SWAP,long,2023-02-16T16:00:00+00:00,2023-02-16T20:00:00+00:00,-0.3835429341911448,-34.91536728,-0.05503546783766822,-0.05503546783766822,misaligned,misaligned
ema,A,trend,ETH-USDT-SWAP,long,2023-02-16T16:00:00+00:00,2023-02-16T20:00:00+00:00,-0.2990656857046185,-27.21860503,-0.04243989970132511,-0.05503546783766822,misaligned,misaligned
ema,A,trend,LINK-USDT-SWAP,long,2023-02-18T00:00:00+00:00,2023-02-18T08:00:00+00:00,-0.30098497871496704,-27.2127897,0.0032834252692408583,-0.0035066475961383903,misaligned,aligned
ema,A,trend,LINK-USDT-SWAP,long,2023-02-18T16:00:00+00:00,2023-02-18T20:00:00+00:00,-0.4104784976958253,-37.00066449,-0.006960845245494118,0.00125193582609473,aligned,misaligned
ema,A,trend,NEAR-USDT-SWAP,long,2023-02-18T16:00:00+00:00,2023-02-18T20:00:00+00:00,-0.48673658770250916,-43.86813027,0.0035060381768601268,0.00125193582609473,aligned,aligned
ema,A,trend,SOL-USDT-SWAP,long,2023-02-19T16:00:00+00:00,2023-02-19T16:00:00+00:00,-1.032930722117358,-92.27339061,0.0,0.0,neutral,neutral
ema,A,trend,SOL-USDT-SWAP,long,2023-02-20T04:00:00+00:00,2023-02-20T08:00:00+00:00,0.008951618183465168,0.7914027298,-0.00437851507945497,0.015907801678930023,aligned,misaligned
ema,A,trend,AVAX-USDT-SWAP,long,2023-02-20T08:00:00+00:00,2023-02-20T16:00:00+00:00,0.12126233093206633,10.73844077,0.0019129603060736855,-0.0004780364352140465,misaligned,aligned
ema,A,trend,LINK-USDT-SWAP,long,2023-02-20T08:00:00+00:00,2023-02-20T12:00:00+00:00,-0.4592766612473176,-40.66462673,-0.0011059228311625091,0.0021371040633098026,aligned,misaligned
ema,A,trend,NEAR-USDT-SWAP,long,2023-02-20T12:00:00+00:00,2023-02-21T04:00:00+00:00,-0.29298990254576046,-25.84707671,-0.018998903909389853,0.0021606064128720792,aligned,misaligned
ema,A,trend,DOGE-USDT-SWAP,short,2023-02-24T16:00:00+00:00,2023-02-24T20:00:00+00:00,0.13555113829645446,11.90939869,-0.00037069072037565487,0.0003925290083250932,misaligned,aligned
ema,A,trend,XRP-USDT-SWAP,short,2023-02-24T16:00:00+00:00,2023-02-24T20:00:00+00:00,0.10172476380134578,8.935881584,0.0015889409708429447,0.0003925290083250932,misaligned,misaligned
ema,A,trend,AVAX-USDT-SWAP,short,2023-03-01T00:00:00+00:00,2023-03-01T04:00:00+00:00,-0.6698420140248356,-58.99133545,0.00741585852823734,0.01223544268155874,misaligned,misaligned
ema,A,trend,BNB-USDT-SWAP,short,2023-03-02T04:00:00+00:00,2023-03-02T16:00:00+00:00,0.037647840869584316,3.293343604,0.004983277591973367,0.0032444216465761233,misaligned,misaligned
ema,A,trend,ADA-USDT-SWAP,short,2023-03-02T16:00:00+00:00,2023-03-02T20:00:00+00:00,-0.29882279992526356,-26.20683125,0.0010285126564197888,-0.00014912717991977242,aligned,misaligned
ema,A,trend,ADA-USDT-SWAP,short,2023-03-03T04:00:00+00:00,2023-03-03T08:00:00+00:00,-0.5378862982929178,-46.92976593,0.00540091400083087,-0.0002728622805918679,aligned,misaligned
ema,A,trend,AVAX-USDT-SWAP,short,2023-03-03T04:00:00+00:00,2023-03-03T12:00:00+00:00,-0.47671429888891703,-41.58522734,0.005491153142159755,-0.0007828016246488323,aligned,misaligned
ema,A,trend,BNB-USDT-SWAP,short,2023-03-03T04:00:00+00:00,2023-03-04T00:00:00+00:00,-0.2930200808723885,-25.55690809,-0.003092677227586549,-0.0003310132584228853,aligned,aligned
ema,A,trend,BNB-USDT-SWAP,short,2023-03-06T12:00:00+00:00,2023-03-06T16:00:00+00:00,-0.9039540451144761,-77.83746557,-0.0015977215101943276,-0.006877896277244333,aligned,aligned
ema,A,trend,ADA-USDT-SWAP,short,2023-03-07T12:00:00+00:00,2023-03-07T16:00:00+00:00,-0.2431888911668261,-20.75116065,0.009984732824427356,-0.008637915430865228,aligned,misaligned
ema,A,trend,NEAR-USDT-SWAP,short,2023-03-08T08:00:00+00:00,2023-03-08T16:00:00+00:00,-0.1489700840690351,-12.68061394,-0.020175892395240647,-0.0028185863565920455,aligned,aligned
ema,A,trend,SOL-USDT-SWAP,short,2023-03-08T08:00:00+00:00,2023-03-08T16:00:00+00:00,-0.0886237073219778,-7.542654022,-0.03368693402328593,-0.0028185863565920455,aligned,aligned
ema,A,trend,AVAX-USDT-SWAP,short,2023-03-08T20:00:00+00:00,2023-03-09T00:00:00+00:00,0.11606098122769372,9.855857843,0.01788079470198678,0.0026390085065421953,misaligned,misaligned
ema,A,trend,BTC-USDT-SWAP,short,2023-03-09T00:00:00+00:00,2023-03-09T12:00:00+00:00,-0.2807994574639197,-23.9603632,-0.005884244372990288,-0.005884244372990288,aligned,aligned
ema,A,trend,DOGE-USDT-SWAP,short,2023-03-09T00:00:00+00:00,2023-03-10T00:00:00+00:00,1.6350279964242118,139.4690015,-0.085789766407119,-0.07900321543408362,aligned,aligned
ema,A,trend,ADA-USDT-SWAP,short,2023-03-09T20:00:00+00:00,2023-03-10T00:00:00+00:00,-0.09907994320611883,-8.473102656,-0.0042275793074514345,-0.015259714745982533,aligned,aligned
ema,A,trend,AVAX-USDT-SWAP,short,2023-03-09T20:00:00+00:00,2023-03-10T12:00:00+00:00,0.5697024281891162,48.71114659,0.02499999999999991,-0.01731759066441385,aligned,misaligned
ema,A,trend,BNB-USDT-SWAP,short,2023-03-10T12:00:00+00:00,2023-03-10T16:00:00+00:00,-0.6980039575416938,-60.4543545,0.008779599271402594,0.0008396557411460837,misaligned,misaligned
ema,A,trend,BTC-USDT-SWAP,short,2023-03-10T12:00:00+00:00,2023-03-10T16:00:00+00:00,-0.47707289666096403,-41.31111717,0.0008396557411460837,0.0008396557411460837,misaligned,misaligned
ema,A,trend,XRP-USDT-SWAP,short,2023-03-12T16:00:00+00:00,2023-03-12T20:00:00+00:00,-0.3322492464197116,-28.42658772,0.041861900620072445,0.058556564091210905,misaligned,misaligned
ema,A,trend,BNB-USDT-SWAP,long,2023-03-16T16:00:00+00:00,2023-03-17T12:00:00+00:00,0.09537904086229931,8.133328893,0.0041012242913995856,0.0588209360208094,aligned,aligned
ema,A,trend,BTC-USDT-SWAP,long,2023-03-17T12:00:00+00:00,2023-03-17T16:00:00+00:00,-0.5516703734081569,-47.25280359,0.01575068419518577,0.01575068419518577,aligned,aligned
ema,A,trend,BNB-USDT-SWAP,long,2023-03-18T00:00:00+00:00,2023-03-18T12:00:00+00:00,-0.08999075808146759,-7.63864588,-0.03229281928833505,-0.002681220468114698,misaligned,misaligned
ema,A,trend,BTC-USDT-SWAP,long,2023-03-18T00:00:00+00:00,2023-03-18T08:00:00+00:00,-0.2866478422765183,-24.32720152,0.005395406761657062,0.005395406761657062,aligned,aligned
ema,A,trend,ETH-USDT-SWAP,long,2023-03-18T00:00:00+00:00,2023-03-18T08:00:00+00:00,-0.021495646051107774,-1.823976298,0.001419505216819772,0.005395406761657062,aligned,aligned
ema,A,trend,BTC-USDT-SWAP,long,2023-03-19T20:00:00+00:00,2023-03-20T00:00:00+00:00,-0.4118219440322984,-34.81734677,-0.02473100207760448,-0.02473100207760448,misaligned,misaligned
ema,A,trend,DOGE-USDT-SWAP,short,2023-03-20T20:00:00+00:00,2023-03-21T08:00:00+00:00,-0.29355415492911946,-24.71622883,0.011909766008126654,0.012024539877300677,misaligned,misaligned
ema,A,trend,NEAR-USDT-SWAP,short,2023-03-20T20:00:00+00:00,2023-03-21T08:00:00+00:00,-0.12605207941150834,-10.61174175,0.0035158211953791874,0.012024539877300677,misaligned,misaligned
