source,period,model,symbol,direction,opened_at,closed_at,r,pnl,coin_ret,btc_ret,aligned_btc,aligned_coin
ema,A,ema_trend,ETH-USDT-SWAP,long,2022-02-15T16:00:00+00:00,2022-02-17T12:00:00+00:00,-1.0417363019781591,-108.6206759,-0.039209760645565805,-0.04714399363564037,misaligned,misaligned
ema,A,ema_trend,XRP-USDT-SWAP,long,2022-02-19T16:00:00+00:00,2022-02-20T00:00:00+00:00,-1.0314255923494202,-107.5283432,-0.020519550605897052,-0.0043180766295985995,misaligned,misaligned
ema,A,ema_trend,BTC-USDT-SWAP,long,2022-03-01T00:00:00+00:00,2022-03-04T00:00:00+00:00,-1.0347788565488039,-106.7652477,-0.039534134796942566,-0.039534134796942566,misaligned,misaligned
ema,A,ema_trend,ETH-USDT-SWAP,long,2022-03-01T00:00:00+00:00,2022-03-04T00:00:00+00:00,-1.027594278643711,-106.0038967,-0.0644644101662678,-0.039534134796942566,misaligned,misaligned
ema,A,ema_trend,SOL-USDT-SWAP,long,2022-03-01T00:00:00+00:00,2022-03-04T00:00:00+00:00,-1.0237496607278513,-105.5913372,-0.05958474663377544,-0.039534134796942566,misaligned,misaligned
ema,A,ema_trend,AVAX-USDT-SWAP,long,2022-03-01T04:00:00+00:00,2022-03-03T12:00:00+00:00,-1.0206857537111018,-104.8148443,-0.09282153885297273,-0.021476025452045078,misaligned,misaligned
ema,A,ema_trend,XRP-USDT-SWAP,long,2022-03-01T04:00:00+00:00,2022-03-04T00:00:00+00:00,-1.0292395652513195,-105.6811478,-0.044381956952741275,-0.046668215068401686,misaligned,misaligned
ema,A,ema_trend,NEAR-USDT-SWAP,long,2022-03-09T12:00:00+00:00,2022-03-11T16:00:00+00:00,-1.0240556047883898,-100.2430717,-0.08160919540229883,-0.08771245026759089,misaligned,misaligned
ema,A,ema_trend,BTC-USDT-SWAP,long,2022-03-09T20:00:00+00:00,2022-03-10T00:00:00+00:00,-1.04297005039459,-102.4523682,-0.028219069025763988,-0.028219069025763988,misaligned,misaligned
ema,A,ema_trend,XRP-USDT-SWAP,long,2022-03-10T00:00:00+00:00,2022-03-10T04:00:00+00:00,-1.0439055834981446,-102.7875727,-0.026434507320933887,-0.03797154770664701,misaligned,misaligned
ema,A,ema_trend,XRP-USDT-SWAP,long,2022-03-12T00:00:00+00:00,2022-03-13T20:00:00+00:00,-1.0377370639985304,-98.41221617,-0.06816565725915225,-0.03390225119544388,misaligned,misaligned
ema,A,ema_trend,LINK-USDT-SWAP,long,2022-03-16T16:00:00+00:00,2022-03-18T16:00:00+00:00,1.944313721148904,182.4725924,0.041577308889657605,0.027975842491873015,aligned,aligned
ema,A,ema_trend,BTC-USDT-SWAP,long,2022-03-16T20:00:00+00:00,2022-03-24T12:00:00+00:00,1.9351405718223444,182.5962589,0.06953900019451464,0.06953900019451464,aligned,aligned
ema,A,ema_trend,ETH-USDT-SWAP,long,2022-03-16T20:00:00+00:00,2022-03-18T16:00:00+00:00,1.9436784172649562,183.3605641,0.06951239296980627,0.02181968488620889,aligned,aligned
ema,A,ema_trend,NEAR-USDT-SWAP,long,2022-03-17T04:00:00+00:00,2022-03-18T12:00:00+00:00,-1.0322720646632433,-97.82116396,-0.005904603745732984,0.004588349667105307,aligned,misaligned
ema,A,ema_trend,DOGE-USDT-SWAP,long,2022-03-19T12:00:00+00:00,2022-03-20T12:00:00+00:00,-1.0606674224922301,-102.9069504,-0.042797108216465096,-0.013434089000839533,misaligned,misaligned
ema,A,ema_trend,DOGE-USDT-SWAP,long,2022-04-16T04:00:00+00:00,2022-04-17T20:00:00+00:00,-1.0331682570919896,-100.554516,-0.04374248100917755,-0.017985237550681044,misaligned,misaligned
ema,A,ema_trend,XRP-USDT-SWAP,long,2022-04-16T20:00:00+00:00,2022-04-18T00:00:00+00:00,-1.0447605930484847,-100.9733144,-0.029345430314213994,-0.014192599343242462,misaligned,misaligned
ema,A,ema_trend,XRP-USDT-SWAP,long,2022-04-19T00:00:00+00:00,2022-04-20T16:00:00+00:00,-1.0453233769089165,-99.63091217,-0.02774310972438898,0.012495053836379721,aligned,misaligned
ema,A,ema_trend,NEAR-USDT-SWAP,long,2022-04-19T16:00:00+00:00,2022-04-21T04:00:00+00:00,-1.0292897282067384,-98.19856422,-0.03822217003287931,0.010141586297632843,aligned,misaligned
ema,A,ema_trend,BTC-USDT-SWAP,long,2022-04-21T08:00:00+00:00,2022-04-21T20:00:00+00:00,-1.0711397312837068,-99.97246697,-0.04624733736733955,-0.04624733736733955,misaligned,misaligned
ema,A,ema_trend,SOL-USDT-SWAP,long,2022-04-21T12:00:00+00:00,2022-04-21T20:00:00+00:00,-1.0382964842101718,-97.48726702,-0.056366115403522765,-0.0397057183731474,misaligned,misaligned
ema,A,ema_trend,DOGE-USDT-SWAP,long,2022-04-26T04:00:00+00:00,2022-04-26T16:00:00+00:00,-1.0229160094062861,-93.4517649,-0.12734268338091104,-0.05710632069916244,misaligned,misaligned
ema,A,ema_trend,DOGE-USDT-SWAP,long,2022-04-29T04:00:00+00:00,2022-04-29T16:00:00+00:00,-1.024952294939115,-92.67996027,-0.046990346394094384,-0.032015493893092994,misaligned,misaligned
ema,A,ema_trend,BTC-USDT-SWAP,long,2022-05-30T16:00:00+00:00,2022-05-30T20:00:00+00:00,1.9198715834864053,171.8225211,0.035992754450953734,0.035992754450953734,aligned,aligned
ema,A,ema_trend,ADA-USDT-SWAP,long,2022-05-31T04:00:00+00:00,2022-05-31T04:00:00+00:00,1.9538251994057014,178.2183756,0.0,0.0,neutral,neutral
