bar,symbol,ts,open,close
4H,DOGE-USDT-SWAP,2025-01-06T00:00:00+00:00,0.38235,0.38594
4H,DOGE-USDT-SWAP,2025-01-08T16:00:00+00:00,0.34643,0.3357
4H,DOGE-USDT-SWAP,2025-01-13T04:00:00+00:00,0.33216,0.32842
4H,DOGE-USDT-SWAP,2025-01-13T08:00:00+00:00,0.32841,0.31534
4H,DOGE-USDT-SWAP,2025-01-13T12:00:00+00:00,0.31534,0.32463
4H,DOGE-USDT-SWAP,2025-01-15T08:00:00+00:00,0.361,0.35195
4H,DOGE-USDT-SWAP,2025-01-15T12:00:00+00:00,0.35194,0.37114
4H,DOGE-USDT-SWAP,2025-01-16T04:00:00+00:00,0.37587,0.37976
4H,DOGE-USDT-SWAP,2025-01-17T00:00:00+00:00,0.37649,0.3856
4H,DOGE-USDT-SWAP,2025-01-17T04:00:00+00:00,0.3856,0.39554
4H,DOGE-USDT-SWAP,2025-01-17T08:00:00+00:00,0.39554,0.41149
4H,DOGE-USDT-SWAP,2025-01-17T12:00:00+00:00,0.41148,0.41304
4H,DOGE-USDT-SWAP,2025-01-31T20:00:00+00:00,0.32783,0.32893
4H,DOGE-USDT-SWAP,2025-02-01T16:00:00+00:00,0.32207,0.31512
4H,DOGE-USDT-SWAP,2025-02-01T20:00:00+00:00,0.31512,0.30789
4H,DOGE-USDT-SWAP,2025-02-02T00:00:00+00:00,0.30789,0.29864
4H,DOGE-USDT-SWAP,2025-02-02T04:00:00+00:00,0.29864,0.30019
4H,DOGE-USDT-SWAP,2025-02-02T12:00:00+00:00,0.29138,0.29466
4H,DOGE-USDT-SWAP,2025-02-02T20:00:00+00:00,0.27447,0.268
4H,DOGE-USDT-SWAP,2025-02-03T00:00:00+00:00,0.26801,0.23384
4H,DOGE-USDT-SWAP,2025-02-03T04:00:00+00:00,0.23387,0.25579
4H,DOGE-USDT-SWAP,2025-02-03T12:00:00+00:00,0.25402,0.26833
4H,DOGE-USDT-SWAP,2025-02-03T16:00:00+00:00,0.26832,0.28657
4H,DOGE-USDT-SWAP,2025-02-08T16:00:00+00:00,0.24868,0.25249
4H,DOGE-USDT-SWAP,2025-02-08T20:00:00+00:00,0.25249,0.25293
4H,DOGE-USDT-SWAP,2025-02-10T00:00:00+00:00,0.24887,0.24806
4H,DOGE-USDT-SWAP,2025-02-11T04:00:00+00:00,0.25788,0.26646
4H,DOGE-USDT-SWAP,2025-02-11T12:00:00+00:00,0.26517,0.2592
4H,DOGE-USDT-SWAP,2025-02-15T08:00:00+00:00,0.2753,0.27744
4H,DOGE-USDT-SWAP,2025-02-16T16:00:00+00:00,0.26769,0.26647
4H,DOGE-USDT-SWAP,2025-02-17T00:00:00+00:00,0.26556,0.26579
4H,DOGE-USDT-SWAP,2025-02-17T04:00:00+00:00,0.26579,0.2598
4H,DOGE-USDT-SWAP,2025-02-17T20:00:00+00:00,0.25674,0.25822
4H,DOGE-USDT-SWAP,2025-02-18T08:00:00+00:00,0.25064,0.25115
4H,DOGE-USDT-SWAP,2025-02-18T16:00:00+00:00,0.24687,0.24694
4H,DOGE-USDT-SWAP,2025-02-19T16:00:00+00:00,0.25236,0.25197
4H,DOGE-USDT-SWAP,2025-02-20T16:00:00+00:00,0.25099,0.2544
4H,DOGE-USDT-SWAP,2025-02-21T16:00:00+00:00,0.2524,0.23996
4H,DOGE-USDT-SWAP,2025-02-21T20:00:00+00:00,0.23998,0.23961
4H,DOGE-USDT-SWAP,2025-02-22T00:00:00+00:00,0.23962,0.24179
4H,DOGE-USDT-SWAP,2025-02-24T00:00:00+00:00,0.24283,0.23019
4H,DOGE-USDT-SWAP,2025-02-24T04:00:00+00:00,0.23019,0.23321
4H,DOGE-USDT-SWAP,2025-02-24T08:00:00+00:00,0.2332,0.23129
4H,DOGE-USDT-SWAP,2025-02-24T20:00:00+00:00,0.22201,0.21045
4H,DOGE-USDT-SWAP,2025-02-25T04:00:00+00:00,0.21037,0.20381
4H,DOGE-USDT-SWAP,2025-03-02T16:00:00+00:00,0.21091,0.23192
4H,DOGE-USDT-SWAP,2025-03-02T20:00:00+00:00,0.23191,0.23931
4H,DOGE-USDT-SWAP,2025-03-09T12:00:00+00:00,0.18525,0.17736
4H,DOGE-USDT-SWAP,2025-03-09T20:00:00+00:00,0.17147,0.16809
4H,DOGE-USDT-SWAP,2025-03-10T00:00:00+00:00,0.1681,0.17178
4H,DOGE-USDT-SWAP,2025-03-17T00:00:00+00:00,0.16816,0.17287
4H,DOGE-USDT-SWAP,2025-03-24T00:00:00+00:00,0.17262,0.17376
4H,DOGE-USDT-SWAP,2025-03-24T16:00:00+00:00,0.18344,0.18638
4H,DOGE-USDT-SWAP,2025-03-24T20:00:00+00:00,0.18638,0.18298
4H,DOGE-USDT-SWAP,2025-03-25T00:00:00+00:00,0.18298,0.18198
4H,DOGE-USDT-SWAP,2025-03-25T12:00:00+00:00,0.18599,0.19073
4H,DOGE-USDT-SWAP,2025-03-29T08:00:00+00:00,0.17476,0.1699
4H,DOGE-USDT-SWAP,2025-03-30T00:00:00+00:00,0.16958,0.17074
4H,DOGE-USDT-SWAP,2025-04-01T20:00:00+00:00,0.17215,0.174
4H,DOGE-USDT-SWAP,2025-04-02T04:00:00+00:00,0.17116,0.16971
4H,DOGE-USDT-SWAP,2025-04-03T00:00:00+00:00,0.16382,0.1661
4H,DOGE-USDT-SWAP,2025-04-03T12:00:00+00:00,0.16052,0.15839
4H,DOGE-USDT-SWAP,2025-04-04T12:00:00+00:00,0.16231,0.16758
4H,DOGE-USDT-SWAP,2025-04-05T16:00:00+00:00,0.16723,0.16758
4H,DOGE-USDT-SWAP,2025-04-06T16:00:00+00:00,0.16178,0.15261
4H,DOGE-USDT-SWAP,2025-04-06T20:00:00+00:00,0.15261,0.14922
4H,DOGE-USDT-SWAP,2025-04-07T00:00:00+00:00,0.14923,0.14212
4H,DOGE-USDT-SWAP,2025-04-07T04:00:00+00:00,0.14211,0.13222
4H,DOGE-USDT-SWAP,2025-04-07T08:00:00+00:00,0.13221,0.13818
4H,DOGE-USDT-SWAP,2025-04-10T04:00:00+00:00,0.15549,0.15608
4H,DOGE-USDT-SWAP,2025-04-10T08:00:00+00:00,0.15608,0.15629
4H,DOGE-USDT-SWAP,2025-04-12T12:00:00+00:00,0.16182,0.16746
4H,DOGE-USDT-SWAP,2025-04-13T08:00:00+00:00,0.16411,0.16514
4H,DOGE-USDT-SWAP,2025-04-13T20:00:00+00:00,0.16301,0.16258
4H,DOGE-USDT-SWAP,2025-04-14T00:00:00+00:00,0.16258,0.16549
4H,DOGE-USDT-SWAP,2025-04-14T16:00:00+00:00,0.16025,0.15988
4H,DOGE-USDT-SWAP,2025-04-15T16:00:00+00:00,0.15584,0.155
4H,DOGE-USDT-SWAP,2025-04-16T12:00:00+00:00,0.15336,0.15515
4H,DOGE-USDT-SWAP,2025-04-21T00:00:00+00:00,0.15526,0.16031
4H,DOGE-USDT-SWAP,2025-04-22T00:00:00+00:00,0.15941,0.16095
4H,DOGE-USDT-SWAP,2025-04-22T12:00:00+00:00,0.16409,0.17195
4H,DOGE-USDT-SWAP,2025-04-22T20:00:00+00:00,0.17173,0.17868
4H,DOGE-USDT-SWAP,2025-04-23T00:00:00+00:00,0.17868,0.18211
4H,DOGE-USDT-SWAP,2025-04-25T04:00:00+00:00,0.18039,0.1824
4H,DOGE-USDT-SWAP,2025-04-25T08:00:00+00:00,0.18241,0.18292
4H,DOGE-USDT-SWAP,2025-04-26T04:00:00+00:00,0.18663,0.18591
4H,DOGE-USDT-SWAP,2025-04-26T08:00:00+00:00,0.18591,0.18148
4H,DOGE-USDT-SWAP,2025-04-28T00:00:00+00:00,0.17925,0.17872
4H,DOGE-USDT-SWAP,2025-04-28T04:00:00+00:00,0.17871,0.18117
4H,DOGE-USDT-SWAP,2025-04-30T12:00:00+00:00,0.17588,0.16969
4H,DOGE-USDT-SWAP,2025-04-30T16:00:00+00:00,0.16969,0.17213
4H,DOGE-USDT-SWAP,2025-05-01T00:00:00+00:00,0.17217,0.17401
4H,DOGE-USDT-SWAP,2025-05-01T04:00:00+00:00,0.174,0.1752
4H,DOGE-USDT-SWAP,2025-05-01T12:00:00+00:00,0.17928,0.18054
4H,DOGE-USDT-SWAP,2025-05-01T16:00:00+00:00,0.18055,0.18057
4H,DOGE-USDT-SWAP,2025-05-08T12:00:00+00:00,0.18298,0.18929
4H,DOGE-USDT-SWAP,2025-05-08T16:00:00+00:00,0.18927,0.19088
4H,DOGE-USDT-SWAP,2025-05-08T20:00:00+00:00,0.1909,0.19808
4H,DOGE-USDT-SWAP,2025-05-09T00:00:00+00:00,0.19809,0.19351
4H,DOGE-USDT-SWAP,2025-05-09T04:00:00+00:00,0.19352,0.20576
4H,DOGE-USDT-SWAP,2025-05-09T12:00:00+00:00,0.20721,0.20415
4H,DOGE-USDT-SWAP,2025-05-09T20:00:00+00:00,0.20504,0.20522
4H,DOGE-USDT-SWAP,2025-05-10T00:00:00+00:00,0.20522,0.20979
4H,DOGE-USDT-SWAP,2025-05-10T08:00:00+00:00,0.22414,0.22243
4H,DOGE-USDT-SWAP,2025-05-10T12:00:00+00:00,0.22242,0.22692
4H,DOGE-USDT-SWAP,2025-05-10T20:00:00+00:00,0.23522,0.25059
4H,DOGE-USDT-SWAP,2025-05-11T00:00:00+00:00,0.25055,0.23956
4H,DOGE-USDT-SWAP,2025-05-17T16:00:00+00:00,0.21494,0.2144
4H,DOGE-USDT-SWAP,2025-05-18T00:00:00+00:00,0.2145,0.2156
4H,DOGE-USDT-SWAP,2025-05-18T12:00:00+00:00,0.22212,0.23651
4H,DOGE-USDT-SWAP,2025-05-18T16:00:00+00:00,0.23651,0.22223
4H,DOGE-USDT-SWAP,2025-05-18T20:00:00+00:00,0.22223,0.233
4H,DOGE-USDT-SWAP,2025-05-19T00:00:00+00:00,0.23301,0.21947
4H,DOGE-USDT-SWAP,2025-05-22T04:00:00+00:00,0.24108,0.24099
4H,DOGE-USDT-SWAP,2025-05-22T08:00:00+00:00,0.24099,0.2402
4H,DOGE-USDT-SWAP,2025-05-22T12:00:00+00:00,0.2402,0.24125
4H,DOGE-USDT-SWAP,2025-05-22T20:00:00+00:00,0.23932,0.24551
4H,DOGE-USDT-SWAP,2025-05-23T00:00:00+00:00,0.24551,0.25093
4H,DOGE-USDT-SWAP,2025-05-23T04:00:00+00:00,0.25092,0.24345
4H,DOGE-USDT-SWAP,2025-05-23T20:00:00+00:00,0.23302,0.22508
4H,DOGE-USDT-SWAP,2025-05-24T00:00:00+00:00,0.22509,0.22934
4H,DOGE-USDT-SWAP,2025-05-26T00:00:00+00:00,0.22475,0.22713
4H,DOGE-USDT-SWAP,2025-05-27T12:00:00+00:00,0.22862,0.22861
4H,DOGE-USDT-SWAP,2025-05-27T20:00:00+00:00,0.22718,0.22591
4H,DOGE-USDT-SWAP,2025-05-28T12:00:00+00:00,0.22346,0.21827
4H,DOGE-USDT-SWAP,2025-05-30T00:00:00+00:00,0.21477,0.20849
4H,DOGE-USDT-SWAP,2025-05-30T04:00:00+00:00,0.20848,0.20416
4H,DOGE-USDT-SWAP,2025-05-30T08:00:00+00:00,0.20417,0.2049
4H,DOGE-USDT-SWAP,2025-05-30T16:00:00+00:00,0.20198,0.20032
4H,DOGE-USDT-SWAP,2025-05-31T00:00:00+00:00,0.19346,0.1892
4H,DOGE-USDT-SWAP,2025-05-31T04:00:00+00:00,0.18921,0.18914
4H,DOGE-USDT-SWAP,2025-06-11T04:00:00+00:00,0.1976,0.20239
4H,DOGE-USDT-SWAP,2025-06-11T08:00:00+00:00,0.20239,0.19904
4H,DOGE-USDT-SWAP,2025-06-11T12:00:00+00:00,0.19905,0.20308
4H,DOGE-USDT-SWAP,2025-06-11T20:00:00+00:00,0.19494,0.19282
4H,DOGE-USDT-SWAP,2025-06-17T16:00:00+00:00,0.16781,0.17027
4H,DOGE-USDT-SWAP,2025-06-17T20:00:00+00:00,0.17027,0.16927
4H,DOGE-USDT-SWAP,2025-06-24T04:00:00+00:00,0.16282,0.16309
4H,DOGE-USDT-SWAP,2025-06-24T08:00:00+00:00,0.16308,0.16349
4H,DOGE-USDT-SWAP,2025-06-24T16:00:00+00:00,0.1635,0.16357
4H,DOGE-USDT-SWAP,2025-06-24T20:00:00+00:00,0.16357,0.1656
4H,DOGE-USDT-SWAP,2025-06-25T16:00:00+00:00,0.16289,0.16592
4H,DOGE-USDT-SWAP,2025-06-26T00:00:00+00:00,0.16453,0.16587
4H,DOGE-USDT-SWAP,2025-06-26T12:00:00+00:00,0.1615,0.15999
4H,DOGE-USDT-SWAP,2025-06-30T16:00:00+00:00,0.16484,0.16747
4H,DOGE-USDT-SWAP,2025-06-30T20:00:00+00:00,0.16747,0.16508
4H,DOGE-USDT-SWAP,2025-07-01T04:00:00+00:00,0.16485,0.16244
4H,DOGE-USDT-SWAP,2025-07-01T12:00:00+00:00,0.16074,0.1593
4H,DOGE-USDT-SWAP,2025-07-01T16:00:00+00:00,0.1593,0.1579
4H,DOGE-USDT-SWAP,2025-07-02T04:00:00+00:00,0.15937,0.16073
4H,DOGE-USDT-SWAP,2025-07-03T04:00:00+00:00,0.16858,0.1744
4H,DOGE-USDT-SWAP,2025-07-03T08:00:00+00:00,0.17441,0.17357
4H,DOGE-USDT-SWAP,2025-07-04T08:00:00+00:00,0.16656,0.16657
4H,DOGE-USDT-SWAP,2025-07-04T16:00:00+00:00,0.16306,0.16189
4H,DOGE-USDT-SWAP,2025-07-06T12:00:00+00:00,0.16538,0.1701
4H,DOGE-USDT-SWAP,2025-07-07T20:00:00+00:00,0.16782,0.16783
4H,DOGE-USDT-SWAP,2025-07-08T08:00:00+00:00,0.16873,0.17086
4H,DOGE-USDT-SWAP,2025-07-09T08:00:00+00:00,0.17184,0.1732
4H,DOGE-USDT-SWAP,2025-07-09T12:00:00+00:00,0.17319,0.17291
4H,DOGE-USDT-SWAP,2025-07-09T16:00:00+00:00,0.1729,0.17687
4H,DOGE-USDT-SWAP,2025-07-09T20:00:00+00:00,0.17688,0.18052
4H,DOGE-USDT-SWAP,2025-07-11T20:00:00+00:00,0.21171,0.20109
4H,DOGE-USDT-SWAP,2025-07-14T00:00:00+00:00,0.19846,0.20455
4H,DOGE-USDT-SWAP,2025-07-14T04:00:00+00:00,0.20456,0.20765
4H,DOGE-USDT-SWAP,2025-07-16T16:00:00+00:00,0.20328,0.20886
4H,DOGE-USDT-SWAP,2025-07-16T20:00:00+00:00,0.20886,0.21281
4H,DOGE-USDT-SWAP,2025-07-17T00:00:00+00:00,0.21281,0.20828
4H,DOGE-USDT-SWAP,2025-07-17T04:00:00+00:00,0.20827,0.21214
4H,DOGE-USDT-SWAP,2025-07-18T08:00:00+00:00,0.23925,0.24017
4H,DOGE-USDT-SWAP,2025-07-18T16:00:00+00:00,0.23726,0.23418
4H,DOGE-USDT-SWAP,2025-07-20T20:00:00+00:00,0.27403,0.27392
4H,DOGE-USDT-SWAP,2025-07-21T00:00:00+00:00,0.27393,0.27148
4H,DOGE-USDT-SWAP,2025-07-21T16:00:00+00:00,0.28244,0.26895
4H,DOGE-USDT-SWAP,2025-07-21T20:00:00+00:00,0.26893,0.2716
4H,DOGE-USDT-SWAP,2025-07-28T00:00:00+00:00,0.24071,0.2448
4H,DOGE-USDT-SWAP,2025-08-01T20:00:00+00:00,0.20832,0.20086
4H,DOGE-USDT-SWAP,2025-08-02T00:00:00+00:00,0.20086,0.20223
4H,DOGE-USDT-SWAP,2025-08-02T12:00:00+00:00,0.19966,0.19454
4H,DOGE-USDT-SWAP,2025-08-02T16:00:00+00:00,0.19453,0.19236
4H,DOGE-USDT-SWAP,2025-08-07T08:00:00+00:00,0.20569,0.21411
4H,DOGE-USDT-SWAP,2025-08-07T12:00:00+00:00,0.21411,0.21424
4H,DOGE-USDT-SWAP,2025-08-09T00:00:00+00:00,0.23033,0.23017
4H,DOGE-USDT-SWAP,2025-08-09T04:00:00+00:00,0.23017,0.2357
4H,DOGE-USDT-SWAP,2025-08-09T08:00:00+00:00,0.2357,0.23769
4H,DOGE-USDT-SWAP,2025-08-09T12:00:00+00:00,0.23768,0.24069
4H,DOGE-USDT-SWAP,2025-08-09T20:00:00+00:00,0.24302,0.24
4H,DOGE-USDT-SWAP,2025-08-18T00:00:00+00:00,0.23449,0.22429
4H,DOGE-USDT-SWAP,2025-08-19T04:00:00+00:00,0.21625,0.21768
4H,DOGE-USDT-SWAP,2025-08-19T08:00:00+00:00,0.21768,0.22022
4H,DOGE-USDT-SWAP,2025-08-19T12:00:00+00:00,0.22022,0.21437
4H,DOGE-USDT-SWAP,2025-08-22T12:00:00+00:00,0.21191,0.23006
4H,DOGE-USDT-SWAP,2025-08-22T16:00:00+00:00,0.23006,0.23879
4H,DOGE-USDT-SWAP,2025-08-22T20:00:00+00:00,0.2388,0.24062
4H,DOGE-USDT-SWAP,2025-08-23T00:00:00+00:00,0.24063,0.23156
4H,DOGE-USDT-SWAP,2025-08-25T00:00:00+00:00,0.23181,0.23087
4H,DOGE-USDT-SWAP,2025-08-31T08:00:00+00:00,0.2179,0.21829
4H,DOGE-USDT-SWAP,2025-09-01T00:00:00+00:00,0.2136,0.21035
4H,DOGE-USDT-SWAP,2025-09-01T12:00:00+00:00,0.21587,0.2133
4H,DOGE-USDT-SWAP,2025-09-01T20:00:00+00:00,0.2123,0.21064
4H,DOGE-USDT-SWAP,2025-09-04T04:00:00+00:00,0.21639,0.21521
4H,DOGE-USDT-SWAP,2025-09-05T12:00:00+00:00,0.21671,0.21416
4H,DOGE-USDT-SWAP,2025-09-05T16:00:00+00:00,0.21416,0.21724
4H,DOGE-USDT-SWAP,2025-09-05T20:00:00+00:00,0.21725,0.21779
4H,DOGE-USDT-SWAP,2025-09-06T08:00:00+00:00,0.21579,0.21421
4H,DOGE-USDT-SWAP,2025-09-07T08:00:00+00:00,0.2172,0.21912
4H,DOGE-USDT-SWAP,2025-09-07T12:00:00+00:00,0.21913,0.22357
4H,DOGE-USDT-SWAP,2025-09-08T16:00:00+00:00,0.23827,0.23759
4H,DOGE-USDT-SWAP,2025-09-08T20:00:00+00:00,0.23759,0.24168
4H,DOGE-USDT-SWAP,2025-09-09T00:00:00+00:00,0.24168,0.23645
4H,DOGE-USDT-SWAP,2025-09-11T04:00:00+00:00,0.25229,0.24965
4H,DOGE-USDT-SWAP,2025-09-11T08:00:00+00:00,0.24965,0.25088
4H,DOGE-USDT-SWAP,2025-09-11T12:00:00+00:00,0.25087,0.24686
4H,DOGE-USDT-SWAP,2025-09-12T00:00:00+00:00,0.2559,0.26091
4H,DOGE-USDT-SWAP,2025-09-12T04:00:00+00:00,0.26091,0.2601
4H,DOGE-USDT-SWAP,2025-09-12T08:00:00+00:00,0.26011,0.25987
4H,DOGE-USDT-SWAP,2025-09-12T12:00:00+00:00,0.25988,0.26628
4H,DOGE-USDT-SWAP,2025-09-12T16:00:00+00:00,0.26627,0.27157
4H,DOGE-USDT-SWAP,2025-09-12T20:00:00+00:00,0.27156,0.27559
4H,DOGE-USDT-SWAP,2025-09-13T12:00:00+00:00,0.29624,0.2971
4H,DOGE-USDT-SWAP,2025-09-15T00:00:00+00:00,0.27796,0.2802
4H,DOGE-USDT-SWAP,2025-09-22T00:00:00+00:00,0.26063,0.24864
4H,DOGE-USDT-SWAP,2025-09-22T04:00:00+00:00,0.24865,0.23762
4H,DOGE-USDT-SWAP,2025-09-22T08:00:00+00:00,0.23762,0.23908
4H,DOGE-USDT-SWAP,2025-09-25T08:00:00+00:00,0.23316,0.23119
4H,DOGE-USDT-SWAP,2025-09-25T12:00:00+00:00,0.23119,0.23097
4H,DOGE-USDT-SWAP,2025-09-28T20:00:00+00:00,0.23177,0.23721
4H,DOGE-USDT-SWAP,2025-09-29T00:00:00+00:00,0.23721,0.23573
4H,DOGE-USDT-SWAP,2025-10-06T00:00:00+00:00,0.25269,0.25377
4H,DOGE-USDT-SWAP,2025-10-06T16:00:00+00:00,0.26677,0.26842
4H,DOGE-USDT-SWAP,2025-10-07T00:00:00+00:00,0.26601,0.26655
4H,DOGE-USDT-SWAP,2025-10-10T12:00:00+00:00,0.25064,0.23773
4H,DOGE-USDT-SWAP,2025-10-10T16:00:00+00:00,0.23774,0.23174
4H,DOGE-USDT-SWAP,2025-10-10T20:00:00+00:00,0.23174,0.19395
4H,DOGE-USDT-SWAP,2025-10-16T16:00:00+00:00,0.18927,0.18765
4H,DOGE-USDT-SWAP,2025-10-16T20:00:00+00:00,0.18765,0.18839
4H,DOGE-USDT-SWAP,2025-10-17T00:00:00+00:00,0.18839,0.19026
4H,DOGE-USDT-SWAP,2025-10-20T16:00:00+00:00,0.19925,0.19953
4H,DOGE-USDT-SWAP,2025-10-21T00:00:00+00:00,0.19992,0.19653
4H,DOGE-USDT-SWAP,2025-10-21T04:00:00+00:00,0.19653,0.19415
4H,DOGE-USDT-SWAP,2025-10-21T16:00:00+00:00,0.20435,0.20145
4H,DOGE-USDT-SWAP,2025-10-21T20:00:00+00:00,0.20146,0.19417
4H,DOGE-USDT-SWAP,2025-10-22T08:00:00+00:00,0.19184,0.19089
4H,DOGE-USDT-SWAP,2025-10-23T12:00:00+00:00,0.19328,0.1954
4H,DOGE-USDT-SWAP,2025-10-26T08:00:00+00:00,0.19655,0.20175
4H,DOGE-USDT-SWAP,2025-10-27T00:00:00+00:00,0.20572,0.20683
4H,DOGE-USDT-SWAP,2025-10-27T04:00:00+00:00,0.20684,0.20624
4H,DOGE-USDT-SWAP,2025-10-27T16:00:00+00:00,0.20289,0.20308
4H,DOGE-USDT-SWAP,2025-10-27T20:00:00+00:00,0.20307,0.20026
4H,DOGE-USDT-SWAP,2025-10-28T00:00:00+00:00,0.20026,0.19959
4H,DOGE-USDT-SWAP,2025-10-29T00:00:00+00:00,0.19352,0.1929
4H,DOGE-USDT-SWAP,2025-10-29T12:00:00+00:00,0.19529,0.19103
4H,DOGE-USDT-SWAP,2025-10-30T20:00:00+00:00,0.17681,0.18254
4H,DOGE-USDT-SWAP,2025-11-02T12:00:00+00:00,0.18689,0.18335
4H,DOGE-USDT-SWAP,2025-11-02T16:00:00+00:00,0.18334,0.18316
4H,DOGE-USDT-SWAP,2025-11-03T00:00:00+00:00,0.18626,0.17503
4H,DOGE-USDT-SWAP,2025-11-03T04:00:00+00:00,0.17503,0.17341
4H,DOGE-USDT-SWAP,2025-11-03T08:00:00+00:00,0.17341,0.17409
4H,DOGE-USDT-SWAP,2025-11-03T12:00:00+00:00,0.1741,0.16691
4H,DOGE-USDT-SWAP,2025-11-10T16:00:00+00:00,0.17913,0.1798
4H,DOGE-USDT-SWAP,2025-11-11T00:00:00+00:00,0.1817,0.18271
4H,DOGE-USDT-SWAP,2025-11-11T12:00:00+00:00,0.17755,0.17609
4H,DOGE-USDT-SWAP,2025-11-11T16:00:00+00:00,0.17609,0.17423
4H,DOGE-USDT-SWAP,2025-11-11T20:00:00+00:00,0.17424,0.17195
4H,DOGE-USDT-SWAP,2025-11-15T00:00:00+00:00,0.15754,0.16279
4H,DOGE-USDT-SWAP,2025-11-15T04:00:00+00:00,0.1628,0.16298
4H,DOGE-USDT-SWAP,2025-11-26T12:00:00+00:00,0.14981,0.15061
4H,DOGE-USDT-SWAP,2025-12-01T00:00:00+00:00,0.1459,0.13709
4H,DOGE-USDT-SWAP,2025-12-01T12:00:00+00:00,0.13697,0.13379
4H,DOGE-USDT-SWAP,2025-12-01T20:00:00+00:00,0.13318,0.13537
4H,DOGE-USDT-SWAP,2025-12-03T00:00:00+00:00,0.14573,0.14728
4H,DOGE-USDT-SWAP,2025-12-09T16:00:00+00:00,0.14624,0.15085
4H,DOGE-USDT-SWAP,2025-12-10T04:00:00+00:00,0.14732,0.14662
4H,DOGE-USDT-SWAP,2025-12-10T20:00:00+00:00,0.14748,0.14324
4H,DOGE-USDT-SWAP,2025-12-11T00:00:00+00:00,0.14324,0.13798
4H,DOGE-USDT-SWAP,2025-12-11T04:00:00+00:00,0.13797,0.13804
4H,DOGE-USDT-SWAP,2025-12-12T16:00:00+00:00,0.1355,0.13601
4H,DOGE-USDT-SWAP,2025-12-13T04:00:00+00:00,0.13743,0.1377
4H,DOGE-USDT-SWAP,2025-12-15T12:00:00+00:00,0.13677,0.13065
4H,DOGE-USDT-SWAP,2025-12-24T08:00:00+00:00,0.12704,0.12792
4H,DOGE-USDT-SWAP,2025-12-24T16:00:00+00:00,0.12832,0.12812
4H,DOGE-USDT-SWAP,2025-12-25T12:00:00+00:00,0.12615,0.12757
4H,DOGE-USDT-SWAP,2025-12-25T16:00:00+00:00,0.12758,0.12706
4H,DOGE-USDT-SWAP,2025-12-26T00:00:00+00:00,0.12358,0.12599
4H,DOGE-USDT-SWAP,2025-12-26T04:00:00+00:00,0.12599,0.12532
4H,DOGE-USDT-SWAP,2025-12-26T16:00:00+00:00,0.12208,0.12201
4H,DOGE-USDT-SWAP,2025-12-27T00:00:00+00:00,0.12206,0.12324
4H,DOGE-USDT-SWAP,2025-12-31T16:00:00+00:00,0.1211,0.11721
4H,DOGE-USDT-SWAP,2025-12-31T20:00:00+00:00,0.11721,0.11741
4H,DOGE-USDT-SWAP,2026-01-02T20:00:00+00:00,0.13939,0.14182
4H,DOGE-USDT-SWAP,2026-01-03T00:00:00+00:00,0.14181,0.14399
4H,DOGE-USDT-SWAP,2026-01-04T00:00:00+00:00,0.14305,0.15091
4H,DOGE-USDT-SWAP,2026-01-05T00:00:00+00:00,0.14943,0.15149
4H,DOGE-USDT-SWAP,2026-01-12T00:00:00+00:00,0.13797,0.14041
4H,DOGE-USDT-SWAP,2026-01-14T00:00:00+00:00,0.14824,0.14954
4H,DOGE-USDT-SWAP,2026-01-15T00:00:00+00:00,0.14715,0.14265
4H,DOGE-USDT-SWAP,2026-01-28T04:00:00+00:00,0.12448,0.12546
4H,DOGE-USDT-SWAP,2026-01-29T12:00:00+00:00,0.12109,0.11613
4H,DOGE-USDT-SWAP,2026-02-09T00:00:00+00:00,0.09657,0.09709
4H,DOGE-USDT-SWAP,2026-02-11T16:00:00+00:00,0.08895,0.091
4H,DOGE-USDT-SWAP,2026-02-11T20:00:00+00:00,0.091,0.09106
4H,DOGE-USDT-SWAP,2026-02-15T00:00:00+00:00,0.11096,0.1147
4H,DOGE-USDT-SWAP,2026-02-15T04:00:00+00:00,0.11469,0.11601
4H,DOGE-USDT-SWAP,2026-02-15T12:00:00+00:00,0.11271,0.10773
4H,DOGE-USDT-SWAP,2026-02-15T16:00:00+00:00,0.10773,0.10266
4H,DOGE-USDT-SWAP,2026-02-16T00:00:00+00:00,0.10262,0.10214
4H,DOGE-USDT-SWAP,2026-02-16T16:00:00+00:00,0.09952,0.10025
4H,DOGE-USDT-SWAP,2026-02-17T08:00:00+00:00,0.09973,0.09883
4H,DOGE-USDT-SWAP,2026-02-18T20:00:00+00:00,0.09847,0.09849
4H,DOGE-USDT-SWAP,2026-02-22T20:00:00+00:00,0.09501,0.09552
4H,DOGE-USDT-SWAP,2026-02-23T00:00:00+00:00,0.09553,0.09268
4H,DOGE-USDT-SWAP,2026-02-23T04:00:00+00:00,0.09269,0.09482
4H,DOGE-USDT-SWAP,2026-02-25T20:00:00+00:00,0.10406,0.10093
4H,DOGE-USDT-SWAP,2026-02-27T12:00:00+00:00,0.09495,0.09398
4H,DOGE-USDT-SWAP,2026-02-28T04:00:00+00:00,0.09317,0.08928
4H,DOGE-USDT-SWAP,2026-02-28T08:00:00+00:00,0.08927,0.08867
4H,DOGE-USDT-SWAP,2026-02-28T12:00:00+00:00,0.08868,0.09075
4H,DOGE-USDT-SWAP,2026-03-02T12:00:00+00:00,0.09181,0.09564
4H,DOGE-USDT-SWAP,2026-03-03T00:00:00+00:00,0.09351,0.09253
