bar,symbol,ts,open,close
4H,ADA-USDT-SWAP,2025-09-22T08:00:00+00:00,0.8166,0.8218
4H,ADA-USDT-SWAP,2025-09-25T08:00:00+00:00,0.7903,0.7809
4H,ADA-USDT-SWAP,2025-09-25T12:00:00+00:00,0.7809,0.7906
4H,ADA-USDT-SWAP,2025-09-28T20:00:00+00:00,0.7897,0.8081
4H,ADA-USDT-SWAP,2025-09-29T00:00:00+00:00,0.8082,0.8043
4H,ADA-USDT-SWAP,2025-10-05T20:00:00+00:00,0.8298,0.8365
4H,ADA-USDT-SWAP,2025-10-06T00:00:00+00:00,0.8365,0.8393
4H,ADA-USDT-SWAP,2025-10-06T04:00:00+00:00,0.8394,0.8424
4H,ADA-USDT-SWAP,2025-10-06T12:00:00+00:00,0.8507,0.8733
4H,ADA-USDT-SWAP,2025-10-07T16:00:00+00:00,0.8326,0.825
4H,ADA-USDT-SWAP,2025-10-07T20:00:00+00:00,0.825,0.8196
4H,ADA-USDT-SWAP,2025-10-08T04:00:00+00:00,0.8124,0.8167
4H,ADA-USDT-SWAP,2025-10-08T08:00:00+00:00,0.8168,0.8211
4H,ADA-USDT-SWAP,2025-10-09T04:00:00+00:00,0.821,0.8144
4H,ADA-USDT-SWAP,2025-10-09T08:00:00+00:00,0.8144,0.8121
4H,ADA-USDT-SWAP,2025-10-10T16:00:00+00:00,0.7826,0.7669
4H,ADA-USDT-SWAP,2025-10-10T20:00:00+00:00,0.767,0.6346
4H,ADA-USDT-SWAP,2025-10-11T00:00:00+00:00,0.6345,0.6467
4H,ADA-USDT-SWAP,2025-10-16T20:00:00+00:00,0.643,0.6448
4H,ADA-USDT-SWAP,2025-10-17T00:00:00+00:00,0.6448,0.6516
4H,ADA-USDT-SWAP,2025-10-17T08:00:00+00:00,0.6089,0.6165
4H,ADA-USDT-SWAP,2025-10-17T12:00:00+00:00,0.6165,0.6254
4H,ADA-USDT-SWAP,2025-10-29T00:00:00+00:00,0.6453,0.6417
4H,ADA-USDT-SWAP,2025-10-29T12:00:00+00:00,0.6493,0.6386
4H,ADA-USDT-SWAP,2025-10-30T16:00:00+00:00,0.6026,0.5876
4H,ADA-USDT-SWAP,2025-10-30T20:00:00+00:00,0.5875,0.6011
4H,ADA-USDT-SWAP,2025-10-31T00:00:00+00:00,0.6012,0.6096
4H,ADA-USDT-SWAP,2025-11-03T04:00:00+00:00,0.5749,0.5767
4H,ADA-USDT-SWAP,2025-11-03T08:00:00+00:00,0.5767,0.5753
4H,ADA-USDT-SWAP,2025-11-03T16:00:00+00:00,0.55,0.5549
4H,ADA-USDT-SWAP,2025-11-04T00:00:00+00:00,0.5525,0.5609
4H,ADA-USDT-SWAP,2025-11-04T20:00:00+00:00,0.5143,0.5205
4H,ADA-USDT-SWAP,2025-11-05T00:00:00+00:00,0.5204,0.5323
4H,ADA-USDT-SWAP,2025-11-12T20:00:00+00:00,0.5433,0.5455
4H,ADA-USDT-SWAP,2025-11-13T00:00:00+00:00,0.5454,0.5582
4H,ADA-USDT-SWAP,2025-11-13T20:00:00+00:00,0.521,0.5294
4H,ADA-USDT-SWAP,2025-11-14T00:00:00+00:00,0.5294,0.5254
4H,ADA-USDT-SWAP,2025-11-14T20:00:00+00:00,0.5156,0.4981
4H,ADA-USDT-SWAP,2025-11-15T00:00:00+00:00,0.4981,0.5112
4H,ADA-USDT-SWAP,2025-11-15T04:00:00+00:00,0.5113,0.5096
4H,ADA-USDT-SWAP,2025-11-15T08:00:00+00:00,0.5096,0.5017
4H,ADA-USDT-SWAP,2025-11-15T16:00:00+00:00,0.5066,0.5076
4H,ADA-USDT-SWAP,2025-11-16T08:00:00+00:00,0.505,0.4969
4H,ADA-USDT-SWAP,2025-11-16T16:00:00+00:00,0.4837,0.481
4H,ADA-USDT-SWAP,2025-11-16T20:00:00+00:00,0.4811,0.4842
4H,ADA-USDT-SWAP,2025-11-17T00:00:00+00:00,0.4843,0.4932
4H,ADA-USDT-SWAP,2025-11-17T16:00:00+00:00,0.4752,0.4605
4H,ADA-USDT-SWAP,2025-11-17T20:00:00+00:00,0.4605,0.466
4H,ADA-USDT-SWAP,2025-11-18T04:00:00+00:00,0.4683,0.4645
4H,ADA-USDT-SWAP,2025-11-20T20:00:00+00:00,0.4355,0.4322
4H,ADA-USDT-SWAP,2025-11-21T00:00:00+00:00,0.4322,0.4298
4H,ADA-USDT-SWAP,2025-11-21T04:00:00+00:00,0.4298,0.4086
4H,ADA-USDT-SWAP,2025-11-21T08:00:00+00:00,0.4086,0.3986
4H,ADA-USDT-SWAP,2025-12-08T00:00:00+00:00,0.417,0.4225
4H,ADA-USDT-SWAP,2025-12-08T20:00:00+00:00,0.4341,0.4323
4H,ADA-USDT-SWAP,2025-12-09T04:00:00+00:00,0.4317,0.4273
4H,ADA-USDT-SWAP,2025-12-09T12:00:00+00:00,0.4375,0.4667
4H,ADA-USDT-SWAP,2025-12-12T16:00:00+00:00,0.4081,0.4093
4H,ADA-USDT-SWAP,2025-12-13T04:00:00+00:00,0.4088,0.4101
4H,ADA-USDT-SWAP,2025-12-13T08:00:00+00:00,0.4101,0.412
4H,ADA-USDT-SWAP,2025-12-15T00:00:00+00:00,0.3958,0.4011
4H,ADA-USDT-SWAP,2025-12-15T16:00:00+00:00,0.3853,0.3844
4H,ADA-USDT-SWAP,2025-12-15T20:00:00+00:00,0.3844,0.3878
4H,ADA-USDT-SWAP,2025-12-17T20:00:00+00:00,0.3685,0.3669
4H,ADA-USDT-SWAP,2025-12-18T12:00:00+00:00,0.3645,0.373
4H,ADA-USDT-SWAP,2025-12-18T20:00:00+00:00,0.3474,0.3513
4H,ADA-USDT-SWAP,2025-12-19T00:00:00+00:00,0.3513,0.3594
4H,ADA-USDT-SWAP,2025-12-25T12:00:00+00:00,0.3506,0.357
4H,ADA-USDT-SWAP,2025-12-25T16:00:00+00:00,0.3571,0.3594
4H,ADA-USDT-SWAP,2025-12-26T00:00:00+00:00,0.3432,0.3531
4H,ADA-USDT-SWAP,2025-12-26T04:00:00+00:00,0.3531,0.3519
4H,ADA-USDT-SWAP,2025-12-31T16:00:00+00:00,0.3421,0.3318
4H,ADA-USDT-SWAP,2025-12-31T20:00:00+00:00,0.3317,0.3331
4H,ADA-USDT-SWAP,2026-01-01T00:00:00+00:00,0.3332,0.3324
4H,ADA-USDT-SWAP,2026-01-08T12:00:00+00:00,0.3902,0.395
4H,ADA-USDT-SWAP,2026-01-08T16:00:00+00:00,0.3949,0.3929
4H,ADA-USDT-SWAP,2026-01-09T12:00:00+00:00,0.3914,0.397
4H,ADA-USDT-SWAP,2026-01-09T20:00:00+00:00,0.3898,0.3913
4H,ADA-USDT-SWAP,2026-01-10T04:00:00+00:00,0.3888,0.3876
4H,ADA-USDT-SWAP,2026-01-11T12:00:00+00:00,0.3918,0.3902
4H,ADA-USDT-SWAP,2026-01-11T16:00:00+00:00,0.3903,0.3921
4H,ADA-USDT-SWAP,2026-01-11T20:00:00+00:00,0.3922,0.3907
4H,ADA-USDT-SWAP,2026-01-12T00:00:00+00:00,0.3907,0.3973
4H,ADA-USDT-SWAP,2026-01-12T08:00:00+00:00,0.39,0.3869
4H,ADA-USDT-SWAP,2026-01-12T12:00:00+00:00,0.387,0.3944
4H,ADA-USDT-SWAP,2026-01-12T16:00:00+00:00,0.3943,0.3932
4H,ADA-USDT-SWAP,2026-01-13T00:00:00+00:00,0.3859,0.3865
4H,ADA-USDT-SWAP,2026-01-13T04:00:00+00:00,0.3865,0.3899
4H,ADA-USDT-SWAP,2026-01-13T12:00:00+00:00,0.3922,0.406
4H,ADA-USDT-SWAP,2026-01-15T04:00:00+00:00,0.4,0.4041
4H,ADA-USDT-SWAP,2026-01-15T12:00:00+00:00,0.4045,0.3995
4H,ADA-USDT-SWAP,2026-01-15T16:00:00+00:00,0.3995,0.3921
4H,ADA-USDT-SWAP,2026-01-17T12:00:00+00:00,0.3945,0.4022
4H,ADA-USDT-SWAP,2026-01-17T16:00:00+00:00,0.4022,0.4001
4H,ADA-USDT-SWAP,2026-01-18T00:00:00+00:00,0.397,0.3952
4H,ADA-USDT-SWAP,2026-01-18T12:00:00+00:00,0.3926,0.3921
4H,ADA-USDT-SWAP,2026-01-18T20:00:00+00:00,0.3924,0.3753
4H,ADA-USDT-SWAP,2026-01-19T00:00:00+00:00,0.3754,0.3652
4H,ADA-USDT-SWAP,2026-01-19T04:00:00+00:00,0.3652,0.3637
4H,ADA-USDT-SWAP,2026-01-25T16:00:00+00:00,0.3519,0.3342
4H,ADA-USDT-SWAP,2026-01-25T20:00:00+00:00,0.3342,0.3387
4H,ADA-USDT-SWAP,2026-01-29T16:00:00+00:00,0.3329,0.3304
4H,ADA-USDT-SWAP,2026-01-29T20:00:00+00:00,0.3305,0.3342
4H,ADA-USDT-SWAP,2026-01-30T04:00:00+00:00,0.3247,0.3252
4H,ADA-USDT-SWAP,2026-01-30T08:00:00+00:00,0.3252,0.3276
4H,ADA-USDT-SWAP,2026-01-31T08:00:00+00:00,0.3123,0.31
4H,ADA-USDT-SWAP,2026-01-31T12:00:00+00:00,0.3101,0.2961
4H,ADA-USDT-SWAP,2026-01-31T16:00:00+00:00,0.296,0.285
4H,ADA-USDT-SWAP,2026-01-31T20:00:00+00:00,0.2849,0.2933
4H,ADA-USDT-SWAP,2026-02-01T20:00:00+00:00,0.2866,0.2856
4H,ADA-USDT-SWAP,2026-02-02T00:00:00+00:00,0.2856,0.2862
4H,ADA-USDT-SWAP,2026-02-05T08:00:00+00:00,0.2791,0.2719
4H,ADA-USDT-SWAP,2026-02-05T12:00:00+00:00,0.272,0.262
4H,ADA-USDT-SWAP,2026-02-05T20:00:00+00:00,0.2535,0.2452
4H,ADA-USDT-SWAP,2026-02-06T00:00:00+00:00,0.2451,0.2487
4H,ADA-USDT-SWAP,2026-02-06T04:00:00+00:00,0.2487,0.2513
4H,ADA-USDT-SWAP,2026-02-09T00:00:00+00:00,0.2698,0.2733
4H,ADA-USDT-SWAP,2026-02-11T08:00:00+00:00,0.2553,0.2549
4H,ADA-USDT-SWAP,2026-02-11T12:00:00+00:00,0.255,0.253
4H,ADA-USDT-SWAP,2026-02-15T04:00:00+00:00,0.2971,0.3004
4H,ADA-USDT-SWAP,2026-02-15T12:00:00+00:00,0.2904,0.284
4H,ADA-USDT-SWAP,2026-02-16T00:00:00+00:00,0.2816,0.2799
4H,ADA-USDT-SWAP,2026-02-18T20:00:00+00:00,0.2734,0.2732
4H,ADA-USDT-SWAP,2026-02-19T04:00:00+00:00,0.275,0.2762
4H,ADA-USDT-SWAP,2026-02-19T12:00:00+00:00,0.272,0.2701
4H,ADA-USDT-SWAP,2026-02-19T16:00:00+00:00,0.2701,0.2728
4H,ADA-USDT-SWAP,2026-02-19T20:00:00+00:00,0.2728,0.2728
4H,ADA-USDT-SWAP,2026-02-21T00:00:00+00:00,0.2846,0.2831
4H,ADA-USDT-SWAP,2026-02-21T20:00:00+00:00,0.2801,0.2797
4H,ADA-USDT-SWAP,2026-02-22T00:00:00+00:00,0.2797,0.277
4H,ADA-USDT-SWAP,2026-02-22T12:00:00+00:00,0.2757,0.2715
4H,ADA-USDT-SWAP,2026-02-23T00:00:00+00:00,0.2715,0.2607
4H,ADA-USDT-SWAP,2026-02-23T04:00:00+00:00,0.2608,0.2665
4H,ADA-USDT-SWAP,2026-02-23T08:00:00+00:00,0.2664,0.2712
4H,ADA-USDT-SWAP,2026-02-24T04:00:00+00:00,0.2584,0.2573
4H,ADA-USDT-SWAP,2026-02-24T12:00:00+00:00,0.2573,0.2594
4H,ADA-USDT-SWAP,2026-02-25T20:00:00+00:00,0.3028,0.2971
4H,ADA-USDT-SWAP,2026-02-26T04:00:00+00:00,0.295,0.2931
4H,ADA-USDT-SWAP,2026-02-26T12:00:00+00:00,0.2891,0.2913
4H,ADA-USDT-SWAP,2026-02-26T16:00:00+00:00,0.2913,0.288
4H,ADA-USDT-SWAP,2026-02-28T04:00:00+00:00,0.2766,0.2648
4H,ADA-USDT-SWAP,2026-03-01T00:00:00+00:00,0.2808,0.2868
4H,ADA-USDT-SWAP,2026-03-01T04:00:00+00:00,0.2868,0.2827
4H,ADA-USDT-SWAP,2026-03-01T08:00:00+00:00,0.2826,0.2778
4H,ADA-USDT-SWAP,2026-03-01T16:00:00+00:00,0.28,0.2735
4H,ADA-USDT-SWAP,2026-03-01T20:00:00+00:00,0.2734,0.2732
4H,ADA-USDT-SWAP,2026-03-02T00:00:00+00:00,0.2733,0.2769
4H,ADA-USDT-SWAP,2026-03-02T16:00:00+00:00,0.2842,0.2803
4H,ADA-USDT-SWAP,2026-03-02T20:00:00+00:00,0.2803,0.2768
4H,ADA-USDT-SWAP,2026-03-03T04:00:00+00:00,0.2733,0.2686
4H,ADA-USDT-SWAP,2026-03-05T04:00:00+00:00,0.2739,0.272
4H,ADA-USDT-SWAP,2026-03-06T16:00:00+00:00,0.2563,0.2583
4H,ADA-USDT-SWAP,2026-03-07T16:00:00+00:00,0.2546,0.2541
4H,ADA-USDT-SWAP,2026-03-09T00:00:00+00:00,0.249,0.2535
4H,ADA-USDT-SWAP,2026-03-13T12:00:00+00:00,0.2742,0.2713
4H,ADA-USDT-SWAP,2026-03-13T20:00:00+00:00,0.2672,0.2654
4H,ADA-USDT-SWAP,2026-03-14T08:00:00+00:00,0.2614,0.2607
4H,ADA-USDT-SWAP,2026-03-15T00:00:00+00:00,0.2632,0.2648
4H,ADA-USDT-SWAP,2026-03-15T12:00:00+00:00,0.2654,0.2636
4H,ADA-USDT-SWAP,2026-03-16T00:00:00+00:00,0.27,0.2773
4H,ADA-USDT-SWAP,2026-03-16T04:00:00+00:00,0.2773,0.29
4H,ADA-USDT-SWAP,2026-03-18T16:00:00+00:00,0.2712,0.2722
4H,ADA-USDT-SWAP,2026-03-19T12:00:00+00:00,0.2684,0.2654
4H,ADA-USDT-SWAP,2026-03-19T16:00:00+00:00,0.2653,0.2671
4H,ADA-USDT-SWAP,2026-03-19T20:00:00+00:00,0.2672,0.2672
4H,ADA-USDT-SWAP,2026-03-20T00:00:00+00:00,0.2673,0.2695
4H,ADA-USDT-SWAP,2026-03-22T00:00:00+00:00,0.257,0.2579
4H,ADA-USDT-SWAP,2026-03-22T04:00:00+00:00,0.258,0.2564
4H,ADA-USDT-SWAP,2026-03-22T20:00:00+00:00,0.2514,0.2503
4H,ADA-USDT-SWAP,2026-03-23T00:00:00+00:00,0.2504,0.2509
4H,ADA-USDT-SWAP,2026-03-24T16:00:00+00:00,0.2608,0.26
4H,ADA-USDT-SWAP,2026-03-24T20:00:00+00:00,0.2599,0.2662
4H,ADA-USDT-SWAP,2026-03-26T08:00:00+00:00,0.2618,0.2571
4H,ADA-USDT-SWAP,2026-03-27T08:00:00+00:00,0.2547,0.247
4H,ADA-USDT-SWAP,2026-03-27T12:00:00+00:00,0.247,0.2474
4H,ADA-USDT-SWAP,2026-03-27T20:00:00+00:00,0.2462,0.2457
4H,ADA-USDT-SWAP,2026-03-28T04:00:00+00:00,0.2445,0.2481
4H,ADA-USDT-SWAP,2026-03-28T08:00:00+00:00,0.2481,0.2482
4H,ADA-USDT-SWAP,2026-03-30T20:00:00+00:00,0.2434,0.2433
4H,ADA-USDT-SWAP,2026-03-31T16:00:00+00:00,0.2376,0.2406
4H,ADA-USDT-SWAP,2026-04-01T08:00:00+00:00,0.2498,0.2481
4H,ADA-USDT-SWAP,2026-04-02T00:00:00+00:00,0.2484,0.2387
4H,ADA-USDT-SWAP,2026-04-02T04:00:00+00:00,0.2387,0.2386
4H,ADA-USDT-SWAP,2026-04-06T08:00:00+00:00,0.2552,0.2555
4H,ADA-USDT-SWAP,2026-04-07T00:00:00+00:00,0.2458,0.2448
4H,ADA-USDT-SWAP,2026-04-07T20:00:00+00:00,0.2465,0.2627
4H,ADA-USDT-SWAP,2026-04-08T00:00:00+00:00,0.2627,0.2607
4H,ADA-USDT-SWAP,2026-04-08T04:00:00+00:00,0.2607,0.2611
4H,ADA-USDT-SWAP,2026-04-08T12:00:00+00:00,0.2577,0.2541
4H,ADA-USDT-SWAP,2026-04-08T16:00:00+00:00,0.254,0.2529
4H,ADA-USDT-SWAP,2026-04-12T00:00:00+00:00,0.2493,0.2436
4H,ADA-USDT-SWAP,2026-04-12T04:00:00+00:00,0.2435,0.2413
4H,ADA-USDT-SWAP,2026-04-12T16:00:00+00:00,0.2381,0.2378
4H,ADA-USDT-SWAP,2026-04-12T20:00:00+00:00,0.2379,0.2359
4H,ADA-USDT-SWAP,2026-04-13T04:00:00+00:00,0.238,0.2378
4H,ADA-USDT-SWAP,2026-04-13T20:00:00+00:00,0.2411,0.2486
4H,ADA-USDT-SWAP,2026-04-14T04:00:00+00:00,0.2445,0.2433
4H,ADA-USDT-SWAP,2026-04-16T16:00:00+00:00,0.2533,0.2604
4H,ADA-USDT-SWAP,2026-04-16T20:00:00+00:00,0.2603,0.2591
4H,ADA-USDT-SWAP,2026-04-17T04:00:00+00:00,0.2549,0.2561
4H,ADA-USDT-SWAP,2026-04-18T20:00:00+00:00,0.2486,0.2488
4H,ADA-USDT-SWAP,2026-04-19T20:00:00+00:00,0.2464,0.2421
4H,ADA-USDT-SWAP,2026-04-20T00:00:00+00:00,0.2422,0.2456
4H,ADA-USDT-SWAP,2026-04-20T04:00:00+00:00,0.2456,0.2465
4H,ADA-USDT-SWAP,2026-04-22T00:00:00+00:00,0.2498,0.2542
4H,ADA-USDT-SWAP,2026-04-22T04:00:00+00:00,0.2542,0.2548
4H,ADA-USDT-SWAP,2026-04-22T08:00:00+00:00,0.2548,0.2557
4H,ADA-USDT-SWAP,2026-04-23T00:00:00+00:00,0.2481,0.2461
4H,ADA-USDT-SWAP,2026-04-25T08:00:00+00:00,0.2512,0.2516
4H,ADA-USDT-SWAP,2026-04-25T20:00:00+00:00,0.2488,0.25
4H,ADA-USDT-SWAP,2026-04-26T08:00:00+00:00,0.2513,0.2535
4H,ADA-USDT-SWAP,2026-04-27T00:00:00+00:00,0.2519,0.2539
4H,ADA-USDT-SWAP,2026-04-27T08:00:00+00:00,0.2466,0.2475
4H,ADA-USDT-SWAP,2026-04-27T16:00:00+00:00,0.2443,0.2451
4H,ADA-USDT-SWAP,2026-04-27T20:00:00+00:00,0.2451,0.248
4H,ADA-USDT-SWAP,2026-04-29T08:00:00+00:00,0.2494,0.2512
4H,ADA-USDT-SWAP,2026-04-29T16:00:00+00:00,0.2437,0.2413
4H,ADA-USDT-SWAP,2026-04-29T20:00:00+00:00,0.2413,0.2443
4H,ADA-USDT-SWAP,2026-04-30T00:00:00+00:00,0.2443,0.2466
4H,ADA-USDT-SWAP,2026-04-30T12:00:00+00:00,0.246,0.2473
4H,ADA-USDT-SWAP,2026-05-01T20:00:00+00:00,0.2496,0.248
4H,ADA-USDT-SWAP,2026-05-02T16:00:00+00:00,0.25,0.2511
4H,ADA-USDT-SWAP,2026-05-03T00:00:00+00:00,0.2501,0.2478
4H,ADA-USDT-SWAP,2026-05-03T04:00:00+00:00,0.2478,0.2486
4H,ADA-USDT-SWAP,2026-05-03T12:00:00+00:00,0.2495,0.2506
4H,ADA-USDT-SWAP,2026-05-04T00:00:00+00:00,0.2493,0.2535
4H,ADA-USDT-SWAP,2026-05-04T08:00:00+00:00,0.2516,0.2483
4H,ADA-USDT-SWAP,2026-05-05T00:00:00+00:00,0.2498,0.2525
4H,ADA-USDT-SWAP,2026-05-05T04:00:00+00:00,0.2525,0.2565
4H,ADA-USDT-SWAP,2026-05-05T08:00:00+00:00,0.2566,0.2585
4H,ADA-USDT-SWAP,2026-05-08T16:00:00+00:00,0.2695,0.2717
4H,ADA-USDT-SWAP,2026-05-08T20:00:00+00:00,0.2717,0.2734
4H,ADA-USDT-SWAP,2026-05-10T16:00:00+00:00,0.2815,0.2868
4H,ADA-USDT-SWAP,2026-05-10T20:00:00+00:00,0.2868,0.2821
4H,ADA-USDT-SWAP,2026-05-11T00:00:00+00:00,0.2821,0.2763
4H,ADA-USDT-SWAP,2026-05-13T12:00:00+00:00,0.2706,0.2618
4H,ADA-USDT-SWAP,2026-05-16T04:00:00+00:00,0.261,0.2553
4H,ADA-USDT-SWAP,2026-05-18T00:00:00+00:00,0.2519,0.2501
4H,ADA-USDT-SWAP,2026-05-22T16:00:00+00:00,0.2495,0.2441
4H,ADA-USDT-SWAP,2026-05-22T20:00:00+00:00,0.2441,0.2422
4H,ADA-USDT-SWAP,2026-05-23T12:00:00+00:00,0.2379,0.2421
4H,ADA-USDT-SWAP,2026-05-25T00:00:00+00:00,0.242,0.2407
4H,ADA-USDT-SWAP,2026-06-01T16:00:00+00:00,0.2268,0.2312
4H,ADA-USDT-SWAP,2026-06-01T20:00:00+00:00,0.2313,0.231
4H,ADA-USDT-SWAP,2026-06-02T08:00:00+00:00,0.2237,0.2228
4H,ADA-USDT-SWAP,2026-06-02T12:00:00+00:00,0.2227,0.2153
4H,ADA-USDT-SWAP,2026-06-02T16:00:00+00:00,0.2152,0.2155
4H,ADA-USDT-SWAP,2026-06-03T20:00:00+00:00,0.2045,0.2001
4H,ADA-USDT-SWAP,2026-06-04T00:00:00+00:00,0.2002,0.1996
4H,ADA-USDT-SWAP,2026-06-04T04:00:00+00:00,0.1997,0.1947
4H,ADA-USDT-SWAP,2026-06-04T20:00:00+00:00,0.1864,0.1796
4H,ADA-USDT-SWAP,2026-06-05T04:00:00+00:00,0.1584,0.1633
4H,ADA-USDT-SWAP,2026-06-05T16:00:00+00:00,0.1571,0.1604
4H,ADA-USDT-SWAP,2026-06-05T20:00:00+00:00,0.1604,0.1565
4H,ADA-USDT-SWAP,2026-06-18T16:00:00+00:00,0.1602,0.1628
4H,ADA-USDT-SWAP,2026-06-19T00:00:00+00:00,0.1636,0.1619
4H,ADA-USDT-SWAP,2026-06-22T00:00:00+00:00,0.1565,0.158
4H,ADA-USDT-SWAP,2026-06-23T08:00:00+00:00,0.1545,0.1534
4H,ADA-USDT-SWAP,2026-06-23T12:00:00+00:00,0.1534,0.1508
4H,ADA-USDT-SWAP,2026-06-24T00:00:00+00:00,0.1513,0.1519
4H,ADA-USDT-SWAP,2026-06-24T12:00:00+00:00,0.1481,0.1437
4H,ADA-USDT-SWAP,2026-06-24T16:00:00+00:00,0.1437,0.1409
4H,ADA-USDT-SWAP,2026-06-24T20:00:00+00:00,0.141,0.1475
4H,ADA-USDT-SWAP,2026-07-02T16:00:00+00:00,0.1607,0.1597
4H,ADA-USDT-SWAP,2026-07-03T00:00:00+00:00,0.1614,0.1667
4H,ADA-USDT-SWAP,2026-07-03T04:00:00+00:00,0.1667,0.165
4H,ADA-USDT-SWAP,2026-07-03T12:00:00+00:00,0.1694,0.1735
4H,ADA-USDT-SWAP,2026-07-06T00:00:00+00:00,0.1893,0.1879
4H,ADA-USDT-SWAP,2026-07-08T00:00:00+00:00,0.1745,0.1704
4H,ADA-USDT-SWAP,2026-07-08T04:00:00+00:00,0.1704,0.1693
4H,ADA-USDT-SWAP,2026-07-08T12:00:00+00:00,0.167,0.1653
4H,ADA-USDT-SWAP,2026-07-08T16:00:00+00:00,0.1653,0.1666
4H,ADA-USDT-SWAP,2026-07-09T00:00:00+00:00,0.167,0.1663
4H,ADA-USDT-SWAP,2026-07-13T00:00:00+00:00,0.1619,0.1588
4H,ADA-USDT-SWAP,2026-07-13T04:00:00+00:00,0.1588,0.1603
4H,ADA-USDT-SWAP,2026-07-14T20:00:00+00:00,0.1633,0.1654
4H,ADA-USDT-SWAP,2026-07-19T20:00:00+00:00,0.166,0.166
4H,ADA-USDT-SWAP,2026-07-20T00:00:00+00:00,0.166,0.1653
4H,ADA-USDT-SWAP,2026-07-20T04:00:00+00:00,0.1653,0.1623
4H,ADA-USDT-SWAP,2026-07-20T16:00:00+00:00,0.1668,0.1677
4H,ADA-USDT-SWAP,2026-07-20T20:00:00+00:00,0.1677,0.1696
4H,ADA-USDT-SWAP,2026-07-21T04:00:00+00:00,0.1723,0.1762
4H,ADA-USDT-SWAP,2026-07-24T12:00:00+00:00,0.1661,0.1647
4H,ADA-USDT-SWAP,2026-07-24T16:00:00+00:00,0.1646,0.1636
4H,ADA-USDT-SWAP,2026-07-24T20:00:00+00:00,0.1635,0.1638
4H,ADA-USDT-SWAP,2026-07-25T12:00:00+00:00,0.1624,0.1646
4H,ADA-USDT-SWAP,2026-07-27T00:00:00+00:00,0.1658,0.1652
4H,ADA-USDT-SWAP,2026-07-27T16:00:00+00:00,0.1576,0.1588
4H,ADA-USDT-SWAP,2026-07-27T20:00:00+00:00,0.1588,0.1553
4H,ADA-USDT-SWAP,2026-07-28T00:00:00+00:00,0.1554,0.1546
4H,ADA-USDT-SWAP,2026-07-31T04:00:00+00:00,0.1699,0.1697
4H,ADA-USDT-SWAP,2026-08-02T04:00:00+00:00,0.1801,0.1861
4H,ADA-USDT-SWAP,2026-08-02T08:00:00+00:00,0.186,0.1887
4H,ADA-USDT-SWAP,2026-08-02T20:00:00+00:00,0.1884,0.1894
4H,ADA-USDT-SWAP,2026-08-03T00:00:00+00:00,0.1894,0.1855
4H,ADA-USDT-SWAP,2026-08-03T16:00:00+00:00,0.1959,0.1936
4H,ADA-USDT-SWAP,2026-08-04T08:00:00+00:00,0.1945,0.1942
4H,ADA-USDT-SWAP,2026-08-06T16:00:00+00:00,0.2088,0.2021
4H,ADA-USDT-SWAP,2026-08-06T20:00:00+00:00,0.2021,0.2009
4H,ADA-USDT-SWAP,2026-08-10T00:00:00+00:00,0.1943,0.1957
4H,ADA-USDT-SWAP,2026-08-17T00:00:00+00:00,0.1748,0.1768
4H,ADA-USDT-SWAP,2026-08-19T16:00:00+00:00,0.1792,0.1811
4H,ADA-USDT-SWAP,2026-08-19T20:00:00+00:00,0.1811,0.1871
4H,ADA-USDT-SWAP,2026-08-20T00:00:00+00:00,0.1871,0.1823
4H,ADA-USDT-SWAP,2026-08-20T12:00:00+00:00,0.1931,0.1969
4H,ADA-USDT-SWAP,2026-08-20T16:00:00+00:00,0.1969,0.1948
4H,ADA-USDT-SWAP,2026-08-20T20:00:00+00:00,0.1948,0.1989
4H,ADA-USDT-SWAP,2026-08-21T04:00:00+00:00,0.2081,0.2097
4H,ADA-USDT-SWAP,2026-08-21T08:00:00+00:00,0.2097,0.2115
4H,ADA-USDT-SWAP,2026-08-21T12:00:00+00:00,0.2115,0.2195
4H,ADA-USDT-SWAP,2026-08-21T16:00:00+00:00,0.2195,0.2167
4H,ADA-USDT-SWAP,2026-08-22T00:00:00+00:00,0.2292,0.244
4H,ADA-USDT-SWAP,2026-08-22T04:00:00+00:00,0.244,0.2316
4H,ADA-USDT-SWAP,2026-08-24T00:00:00+00:00,0.227,0.2182
4H,ADA-USDT-SWAP,2026-09-03T16:00:00+00:00,0.2205,0.2226
4H,ADA-USDT-SWAP,2026-09-03T20:00:00+00:00,0.2225,0.2211
4H,ADA-USDT-SWAP,2026-09-04T12:00:00+00:00,0.2213,0.2129
4H,ADA-USDT-SWAP,2026-09-08T16:00:00+00:00,0.2292,0.2206
4H,ADA-USDT-SWAP,2026-09-08T20:00:00+00:00,0.2205,0.2192
4H,ADA-USDT-SWAP,2026-09-12T20:00:00+00:00,0.207,0.207
4H,ADA-USDT-SWAP,2026-09-14T12:00:00+00:00,0.2098,0.2088
4H,ADA-USDT-SWAP,2026-09-14T16:00:00+00:00,0.2088,0.2123
4H,ADA-USDT-SWAP,2026-09-15T12:00:00+00:00,0.2044,0.2018
4H,ADA-USDT-SWAP,2026-09-15T16:00:00+00:00,0.2018,0.198
4H,ADA-USDT-SWAP,2026-09-16T00:00:00+00:00,0.1953,0.1946
4H,ADA-USDT-SWAP,2026-09-16T04:00:00+00:00,0.1946,0.1939
