strategy,symbol,direction,opened_at,closed_at,entry_price,exit_price,qty,notional,stop_price,risk_amount,leverage,margin,fee,slippage_cost,funding,pnl,exit_reason,signal_reason,notes
ensemble,XAU-USDT-SWAP,long,2026-09-14T08:00:00+00:00,2026-09-14T08:00:00+00:00,4318.158,4288.433282,3.620222689,15632.69357,4290.578571,99.84367306,1.565716994,9984.367306,31.15777703,15.57886551,0,-138.767875,stop,"2/8 model long yönünde birleşti (eşik 2); stop en geniş katılımcıdan 4290.58 (confluence); hedef en yakın katılımcıdan 4348.7 (meanrev), tamamı tek seferde | voters=confluence,meanrev | stop_from=confluence | tp_from=meanrev",boyut komisyon+marj nakde sığsın diye 0.9984 oranında kırpıldı
