strategy,symbol,direction,opened_at,closed_at,entry_price,exit_price,qty,notional,stop_price,risk_amount,leverage,margin,fee,slippage_cost,funding,pnl,exit_reason,signal_reason,notes
confluence,XAU-USDT-SWAP,long,2026-09-14T00:00:00+00:00,2026-09-14T04:00:00+00:00,4339.06845,4313.427921,4.238835749,18392.59846,4315.585714,99.53945963,2.37258103,7752.147654,36.67651094,18.33823288,0,-145.3625001,stop,"RSI(14) 20 (<35); büyük dalga 3967.7->4698.8 (231 bar) 0.618 retracement 4246.98, mesafe %2.11; küçük bacak 4288->4513.5 (9 bar) 1.272 extension 4226.66, mesafe %2.61 (tolerans %3); kapanış 4336.8; zigzag %5 / 8 bar; stop 2.5×ATR(14)=21.2143 uzakta (4315.59) | confidence=low",boyut komisyon+marj nakde sığsın diye 0.9976 oranında kırpıldı
